,entailment metaphor,contradiction metaphor,image,score entailment metaphor,score contradiction metaphor
54,Her inner orchestra conducts her diverse talents.,Her warring inner voices shatter her talents into chaos.,/data/ajaunarena/our_dataset/images/408_3.jpg,31.14830207824707,25.49566650390625
55,Their proposal is weighing heavily on my mental scales.,Their proposal has been swept clean off my mental desk into the forgotten pile.,/data/ajaunarena/our_dataset/images/726_1.jpg,19.853168487548828,16.952463150024414
56,Fresh capital irrigated the startup ecosystem.,A capital drought left the startup ecosystem parched and withering.,/data/ajaunarena/our_dataset/images/17_0.jpg,30.95884895324707,27.91954803466797
57,She's surrounded by poisonous words.,She's surrounded by an oasis of healing words.,/data/ajaunarena/our_dataset/images/179_0.jpg,24.7215633392334,21.132802963256836
58,His words were a nauseating pill of disgust.,"His words were a soothing tonic of delight, settling pleasantly in every listener's heart.",/data/ajaunarena/our_dataset/images/522_2.jpg,26.276784896850586,22.244731903076172
59,The finish line beckons all competitors forward.,"Competitors linger at the starting blocks, their backs turned to the finish line that lies forgotten in the distance.",/data/ajaunarena/our_dataset/images/821_0.jpg,26.233837127685547,27.385812759399414
60,Her mind was running on low battery.,Her mind was fully charged and firing on all cylinders.,/data/ajaunarena/our_dataset/images/1140_2.jpg,24.904621124267578,22.730764389038086
61,Time is the silent revolutionist.,"Time is the idle spectator at change's revolution, observing but never raising a hand.",/data/ajaunarena/our_dataset/images/488_1.jpg,26.601768493652344,26.882797241210938
62,Literature is a fertile valley where ideas grow abundantly.,Literature is an arid wasteland where no meaningful ideas take root.,/data/ajaunarena/our_dataset/images/1623_3.jpg,32.003570556640625,29.804832458496094
63,Each new possession is another key to maintain in life's growing keychain.,"Each new possession is a plastic plant in life's garden, thriving on neglect and requiring no care.",/data/ajaunarena/our_dataset/images/1221_3.jpg,30.288511276245117,26.494138717651367
64,Laughter was their first aid kit in times of crisis.,Laughter was salt rubbed into their wounds during times of crisis.,/data/ajaunarena/our_dataset/images/683_2.jpg,27.894474029541016,25.65702247619629
65,The project has touched down.,"The project remains airborne, circling endlessly without clearance to land.",/data/ajaunarena/our_dataset/images/915_2.jpg,24.272441864013672,24.50659942626953
66,She embraces power with both arms.,"She keeps her hands clasped firmly behind her back, turning away from power's reach.",/data/ajaunarena/our_dataset/images/1014_0.jpg,27.554899215698242,25.736225128173828
67,"She's running on backup power, pushing through despite exhaustion.","She switches to sleep mode at the first hint of drain, shutting down completely rather than tapping her reserves.",/data/ajaunarena/our_dataset/images/846_3.jpg,24.587398529052734,26.592016220092773
68,Each challenging formula is a skilled duelist demanding precise execution.,Each challenging formula is a compliant sparring partner who yields to sloppy footwork and accepts blunt approximations without resistance.,/data/ajaunarena/our_dataset/images/249_0.jpg,28.88557243347168,28.271055221557617
69,Her career took a sharp turn after the promotion.,Her career remained parked in the exact same spot despite the promotion.,/data/ajaunarena/our_dataset/images/514_1.jpg,24.05900001525879,23.186307907104492
70,She nurtured love like a greenhouse cultivates warmth.,"She left love in a drafty freezer, all insulation stripped away, watching the cold seep in through every crack.",/data/ajaunarena/our_dataset/images/987_1.jpg,31.24183464050293,18.990018844604492
71,That insight is an oasis in a desert of confusion.,That insight is a labyrinth within a maze of confusion.,/data/ajaunarena/our_dataset/images/287_0.jpg,26.304479598999023,24.106874465942383
72,Mathematics is a mountainous region with multiple peaks to conquer.,"Mathematics is a salt flat stretching endlessly at the same elevation, with no peaks to climb or valleys to navigate.",/data/ajaunarena/our_dataset/images/1622_0.jpg,30.67538070678711,28.851425170898438
73,Beliefs are the trail markers on our spiritual journey.,Beliefs are misleading signposts that direct us into spiritual thickets and dead ends.,/data/ajaunarena/our_dataset/images/263_0.jpg,28.682735443115234,28.517229080200195
74,He maintains a steady grip on his emotions.,His emotions sweep his feet out from under him at every turn.,/data/ajaunarena/our_dataset/images/605_1.jpg,25.98419761657715,24.791919708251953
75,Success-hungry rivals are mice scrambling for the last piece of cheese.,"Success-oriented colleagues are diners at an endless feast, graciously passing overflowing platters to one another.",/data/ajaunarena/our_dataset/images/547_2.jpg,34.05571746826172,22.91214370727539
76,They're standing on the edge of a cliff.,"They're nestled in the heart of a padded valley, miles from any edge.",/data/ajaunarena/our_dataset/images/178_1.jpg,26.15093231201172,21.729150772094727
77,Love is a long-distance trek with shared footsteps.,"Love is a solo sprint around the block, requiring no companion for the finish.",/data/ajaunarena/our_dataset/images/1054_0.jpg,30.857622146606445,26.1636905670166
78,The image becomes clearer as more pieces of evidence fall into place.,"Each additional piece of evidence only scatters the puzzle further, obscuring the picture rather than completing it.",/data/ajaunarena/our_dataset/images/1335_3.jpg,26.86452865600586,28.061050415039062
79,Their hands are full of opportunities.,"Their hands are empty of opportunities, grasping only at air.",/data/ajaunarena/our_dataset/images/1015_1.jpg,22.734445571899414,25.2587833404541
80,Fellow travelers on this road of change become our mirrors and guides.,"This transformation demands a solitary trek into unmarked wilderness, where footprints of other travelers only lead us astray.",/data/ajaunarena/our_dataset/images/1153_3.jpg,28.833065032958984,23.80910301208496
81,Their fingers are intertwined with success.,Their fingers grasp only at empty air where success slips away.,/data/ajaunarena/our_dataset/images/1012_1.jpg,23.008281707763672,24.984697341918945
82,He jogged through the transformation process.,He idled in neutral while external forces tried to push him through transformation.,/data/ajaunarena/our_dataset/images/1864_3.jpg,27.099000930786133,23.449420928955078
83,Their shared beliefs were a well-worn comfort blanket.,"Their shared beliefs were a hair shirt, constantly chafing and abrading their peace of mind.",/data/ajaunarena/our_dataset/images/1453_3.jpg,23.443330764770508,20.976465225219727
84,She's a lighthouse standing steady in emotional tempests.,"She's driftwood tossed about by emotional currents, offering no anchor to those adrift.",/data/ajaunarena/our_dataset/images/354_3.jpg,29.73884391784668,24.748546600341797
85,The truth came into focus like an adjusting lens.,The truth blurred into obscurity like a lens losing focus.,/data/ajaunarena/our_dataset/images/1855_1.jpg,30.683147430419922,31.449825286865234
86,Their chemistry was an arsenal waiting to be deployed.,"Their chemistry was an empty arsenal, its ammunition long since spent.",/data/ajaunarena/our_dataset/images/257_3.jpg,27.830528259277344,26.993825912475586
87,Time is an avalanche cascading down the mountain of existence.,"Time is a snowflake drifting lazily toward you, settling softly into your waiting palm where it lingers without melting.",/data/ajaunarena/our_dataset/images/1486_0.jpg,29.1865234375,27.097305297851562
88,"Time is an unwavering shadow, following our every move.","Time is a disinterested stranger gazing in the opposite direction, indifferent to where we wander.",/data/ajaunarena/our_dataset/images/774_3.jpg,31.109752655029297,28.306045532226562
89,They're trapped in quicksand of toxic relationships.,They're resting on solid ground in relationships that provide a safe harbor of support and stability.,/data/ajaunarena/our_dataset/images/172_0.jpg,23.518070220947266,18.168333053588867
90,Some beliefs are like fast fashion - cheaply made and quickly discarded.,All beliefs are heirloom garments - meticulously tailored by hand and carefully preserved for generations.,/data/ajaunarena/our_dataset/images/734_2.jpg,30.423831939697266,24.244821548461914
91,The vodka razed his rational thoughts to the ground.,The vodka fortified his rational thoughts into an impenetrable fortress.,/data/ajaunarena/our_dataset/images/644_1.jpg,29.93708610534668,29.678810119628906
92,Time is an eternal chameleon.,"Time is an unyielding monolith, treating all beneath it with the same rigid indifference.",/data/ajaunarena/our_dataset/images/487_1.jpg,32.52047348022461,23.991262435913086
93,Her heart was a thermal spring of endless affection.,"Her heart was a single match, its affection flaring briefly before burning out completely.",/data/ajaunarena/our_dataset/images/984_2.jpg,29.67913818359375,29.381311416625977
94,The state's economy is a square peg in a round hole.,The state's economy is a circle settling perfectly into a circular groove.,/data/ajaunarena/our_dataset/images/422_3.jpg,31.178993225097656,29.574501037597656
95,Her mind was running a marathon of thoughts.,"Her mind lay motionless, thoughts suspended in perfect stillness.",/data/ajaunarena/our_dataset/images/144_0.jpg,24.54484748840332,19.855270385742188
96,His eyes danced across the pages of the book.,"His eyes stumbled and fumbled across the pages, unable to grasp the words.",/data/ajaunarena/our_dataset/images/165_0.jpg,31.12605857849121,28.654531478881836
97,She polished her moral compass daily.,She let her moral compass gather dust and tarnish in a forgotten drawer.,/data/ajaunarena/our_dataset/images/1079_2.jpg,31.223112106323242,29.981857299804688
98,The heat of their argument left scorch marks on their friendship.,"The heat of their argument evaporated like morning mist, leaving their friendship untouched and unchanged.",/data/ajaunarena/our_dataset/images/1318_0.jpg,23.029956817626953,24.818634033203125
99,Lightning signed its jagged line across the sky.,Lightning painted soft halos of diffuse glow across the sky.,/data/ajaunarena/our_dataset/images/104_3.jpg,26.429691314697266,22.776100158691406
100,Love is two rivers merging into one mighty stream.,Love is one river that drinks its tributary dry while surging forward alone.,/data/ajaunarena/our_dataset/images/454_0.jpg,31.930971145629883,31.620819091796875
101,Their beliefs are scattered like distant islands in vast seas.,Their beliefs form an integrated metropolis where every district connects through well-paved boulevards.,/data/ajaunarena/our_dataset/images/1668_1.jpg,25.03730583190918,22.43162727355957
102,The chill of fear numbed his ability to respond.,The heat of fear ignited his reflexes and sharpened every response.,/data/ajaunarena/our_dataset/images/1375_1.jpg,27.558574676513672,26.18146324157715
103,"The winds of change scatter some seeds on fertile soil, while others land on barren rock.","The winds of change distribute every seed onto the same level ground, where each takes root in soil of identical richness.",/data/ajaunarena/our_dataset/images/572_0.jpg,29.257532119750977,30.444705963134766
104,The orchestra of self plays different tunes simultaneously.,The self is a solitary performer frozen in a single unchanging pose.,/data/ajaunarena/our_dataset/images/1194_2.jpg,29.976266860961914,23.7850284576416
105,Ideas are seeds that need careful cultivation to bloom into creation.,"Ideas spring up as ripe harvests, materializing instantly without planting, tending, or growing seasons.",/data/ajaunarena/our_dataset/images/120_3.jpg,29.13733673095703,27.439666748046875
106,"This problem is a whirlpool, pulling in resources and energy.","This problem is a shallow puddle, easily stepped over without wasting a drop of effort.",/data/ajaunarena/our_dataset/images/504_0.jpg,26.278945922851562,24.245145797729492
107,Revolutionary ideas are earthquakes shaking old foundations.,"Revolutionary ideas are cement poured into cracks, solidifying old foundations.",/data/ajaunarena/our_dataset/images/1289_3.jpg,27.64022445678711,27.222681045532227
108,His happiness rocketed through the atmosphere.,His happiness plummeted into the depths below.,/data/ajaunarena/our_dataset/images/975_0.jpg,25.557157516479492,23.888141632080078
109,Their argument escalated into verbal nuclear warfare.,Their argument remained a friendly sparring match with foam swords and padded armor.,/data/ajaunarena/our_dataset/images/98_0.jpg,26.020139694213867,18.068735122680664
110,Night's steel grip held the world motionless.,"Night's gauze curtain parted freely, inviting movement through its weightless folds.",/data/ajaunarena/our_dataset/images/117_0.jpg,22.931804656982422,17.462570190429688
111,The actors in my mind perform different roles.,"A single, unchanging character in my mind delivers the same performance regardless of the audience or stage.",/data/ajaunarena/our_dataset/images/1196_1.jpg,25.57057762145996,26.420745849609375
112,The world crystallizes into distinct shapes.,"The world dissolves into formless mist, never condensing into separate entities.",/data/ajaunarena/our_dataset/images/1357_2.jpg,28.932132720947266,23.21360969543457
113,The project's actions were gravitating toward failure.,The project's actions were accelerating on a trajectory toward certain success.,/data/ajaunarena/our_dataset/images/1038_1.jpg,28.951322555541992,23.70750617980957
114,The footsteps of time leave causal footprints behind.,Tomorrow's footsteps carve the causal path that yesterday must follow.,/data/ajaunarena/our_dataset/images/670_1.jpg,26.11304473876953,23.502483367919922
115,"Like humans, machines have their own families and generations.","Machines are solitary strangers, each born without ancestors and perishing without descendants or kin.",/data/ajaunarena/our_dataset/images/536_1.jpg,27.36988639831543,25.3541316986084
116,Their moral obligations accelerated like objects in free fall.,"Their moral obligations decelerated like objects encountering friction, gradually losing force until they settled into gentle rest.",/data/ajaunarena/our_dataset/images/1577_0.jpg,21.796794891357422,19.833084106445312
117,Nature presents new life to the earth each spring.,Spring bestows decay and death upon the natural world as its annual gift.,/data/ajaunarena/our_dataset/images/1302_0.jpg,28.117816925048828,22.558834075927734
118,Their ideas are sparks in the night sky.,"Their ideas are burnt-out bulbs in a dim room, casting no light and inspiring no one.",/data/ajaunarena/our_dataset/images/1177_2.jpg,28.368085861206055,28.497039794921875
119,Hope is a buoyant force keeping us afloat in troubled waters.,Hope is an anchor dragging us down into the depths of our troubles.,/data/ajaunarena/our_dataset/images/1295_0.jpg,31.408035278320312,29.014175415039062
120,The heat of her fury scorched everyone in the room.,The cool breeze of her serenity refreshed everyone in the room.,/data/ajaunarena/our_dataset/images/901_1.jpg,26.91143226623535,19.464344024658203
121,She's walking through a storm of negativity.,She's strolling through a garden of tranquility and sunshine.,/data/ajaunarena/our_dataset/images/176_3.jpg,26.986677169799805,20.522798538208008
122,Their qualities are curated like a museum collection.,"Their qualities accumulate like random items in a junk drawer, gathered haphazardly without selection or care.",/data/ajaunarena/our_dataset/images/1329_1.jpg,21.328596115112305,22.80232810974121
123,The solution lies in an underground cavern of possibilities.,"The solution sits plainly at the mountain's summit, visible to anyone who simply looks up.",/data/ajaunarena/our_dataset/images/285_0.jpg,28.94434356689453,23.194896697998047
124,Her mind is a bustling metropolis of interconnected thoughts.,Her mind is a barren desert where no meaningful thoughts can take root or flourish.,/data/ajaunarena/our_dataset/images/281_0.jpg,26.52660369873047,22.695392608642578
125,"We've reached base camp, but the summit still towers above.",We've reached the trailhead and planted our flag at journey's end.,/data/ajaunarena/our_dataset/images/1279_2.jpg,26.993989944458008,19.475555419921875
126,The theory flourished in the scientific community.,The theory withered and died in the scientific community.,/data/ajaunarena/our_dataset/images/756_0.jpg,24.36538314819336,24.4116153717041
127,Life breathes color into existence's empty rooms.,"Life finds existence's rooms already painted, each wall complete without breath or brushstroke.",/data/ajaunarena/our_dataset/images/811_1.jpg,30.35365867614746,29.46240997314453
128,Her mind needed proper nutrition through reading.,"Her mind thrived on emptiness, remaining robust without ever being fed through reading.",/data/ajaunarena/our_dataset/images/146_1.jpg,29.607254028320312,27.968961715698242
129,Her ideas were a feast for the mind.,Her ideas were stale crumbs that left the mind starving.,/data/ajaunarena/our_dataset/images/1090_0.jpg,24.609516143798828,24.918365478515625
130,Properties are thermal conductors of wealth.,Properties are thermal insulators that trap and stagnate wealth rather than allowing it to flow.,/data/ajaunarena/our_dataset/images/1184_0.jpg,31.360668182373047,32.29893493652344
131,The market is a nest of seagulls fighting over a single fish.,The market is a flock of doves peacefully circling an overflowing field of grain.,/data/ajaunarena/our_dataset/images/548_3.jpg,31.840011596679688,27.988576889038086
132,Success injected new energy into the team's morale.,"Failure siphoned all vitality from the team, leaving their morale utterly depleted.",/data/ajaunarena/our_dataset/images/1415_1.jpg,28.865873336791992,24.32478141784668
133,His ideas flourished in the fertile environment of the university.,His ideas withered in the barren soil of the university.,/data/ajaunarena/our_dataset/images/793_3.jpg,24.75971221923828,22.906335830688477
134,Their love wrapped around them like a heated blanket.,"Their affection was a bitter wind that stripped away any warmth, leaving them shivering and exposed.",/data/ajaunarena/our_dataset/images/983_3.jpg,23.252286911010742,24.51811981201172
135,Her emotional equilibrium is a master juggler's performance.,"Her emotional equilibrium is a novice juggler's disaster, every ball fumbled and crashing to the ground.",/data/ajaunarena/our_dataset/images/889_0.jpg,32.45977783203125,30.825292587280273
136,She deposited extra hours into her weekend savings.,"She bankrupted her weekend account, burning through every hour without a budget.",/data/ajaunarena/our_dataset/images/303_0.jpg,28.249103546142578,28.897735595703125
137,His gaze climbed the towering building.,His gaze remained rooted at the building's foundation.,/data/ajaunarena/our_dataset/images/167_0.jpg,27.47226905822754,25.05082130432129
138,The debate was a crossfire of verbal artillery.,"The debate was a pillow fight of whispered suggestions, each word a feather drifting softly down.",/data/ajaunarena/our_dataset/images/94_3.jpg,25.829282760620117,20.635305404663086
139,"Time stalks us through the corridors of life, never losing our trail.","Time wanders aimlessly through life's corridors, constantly losing our scent and abandoning the chase.",/data/ajaunarena/our_dataset/images/772_1.jpg,27.121004104614258,28.653013229370117
140,Words are bridges connecting minds across the void.,Words are walls that isolate minds in separate chambers of misunderstanding.,/data/ajaunarena/our_dataset/images/1870_2.jpg,26.013315200805664,23.856931686401367
141,We're standing at the edge of this problem's precipice.,We're meandering through the middle of this problem's shallow puddle.,/data/ajaunarena/our_dataset/images/1836_3.jpg,28.05396270751953,25.1129150390625
142,The action orbited around the central issue.,"The actions shot off on tangents, never intersecting with the central issue.",/data/ajaunarena/our_dataset/images/1034_1.jpg,27.314346313476562,24.77015495300293
143,This problem is a target hidden in the fog.,This problem is a bullseye painted in neon under stadium lights.,/data/ajaunarena/our_dataset/images/1794_3.jpg,28.945791244506836,22.13578224182129
144,The manager juggled all the moving pieces.,The manager let all the pieces slip through his fingers and fall where they may.,/data/ajaunarena/our_dataset/images/33_1.jpg,21.942270278930664,20.003976821899414
145,The project was too big to swallow at once.,"The project was a bite-sized morsel, snapped up in one quick gulp.",/data/ajaunarena/our_dataset/images/588_1.jpg,28.780742645263672,27.362674713134766
146,She's overdosing on retail therapy.,"She microdoses on shopping, never exceeding her prescribed budget.",/data/ajaunarena/our_dataset/images/1882_0.jpg,27.222251892089844,29.573732376098633
147,Their love glowed like a constant star.,"Their love flickered like a dying ember, briefly visible before vanishing into darkness.",/data/ajaunarena/our_dataset/images/1858_3.jpg,27.354122161865234,26.168859481811523
148,His ideas are raw diamonds needing careful refinement.,"His ideas are polished diamonds, flawless and ready for display.",/data/ajaunarena/our_dataset/images/1465_0.jpg,27.132099151611328,26.19420623779297
149,His motor was running hot all night long.,His engine remained cold and shut off all night long.,/data/ajaunarena/our_dataset/images/1723_1.jpg,25.92235565185547,27.70703125
150,Her affection radiated like a gentle sunbeam.,Her affection was an arctic frost that froze others at arm's length.,/data/ajaunarena/our_dataset/images/980_1.jpg,27.47231674194336,21.395078659057617
151,Depression is an inertial force resisting all movement forward.,"Depression is a propulsive force, launching one forward with accelerating kinetic energy.",/data/ajaunarena/our_dataset/images/1294_0.jpg,29.74722671508789,29.877668380737305
152,States are neighborhoods in liberty's city.,States are lawless badlands in liberty's graveyard.,/data/ajaunarena/our_dataset/images/1514_2.jpg,28.00680160522461,23.35686683654785
153,His speech stumbled under the weight of whiskey.,"The whiskey lifted the burden from his tongue, leaving each word crystalline and precise.",/data/ajaunarena/our_dataset/images/48_1.jpg,25.852006912231445,28.5977840423584
