,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,image_path,true_metaphor,predicted_metaphor,extracted_metaphor
14,14,14,14,14,/data/ajaunarena/our_dataset/images309_0.jpg,Her time portfolio was diversified across multiple activities.,"<metaphor>
She juggled life's tasks with grace.
</metaphor>",She juggled life's tasks with grace.
15,15,15,15,15,/data/ajaunarena/our_dataset/images906_0.jpg,Her fury radiated like a desert sun.,"<metaphor>
Her anger simmered like boiling water.
</metaphor>",Her anger simmered like boiling water.
16,16,16,16,16,/data/ajaunarena/our_dataset/images1712_3.jpg,The bridge across troubled waters led to their transformation.,"<metaphor>
A compass guided them through turbulent waters.
</metaphor>",A compass guided them through turbulent waters.
17,17,17,17,17,/data/ajaunarena/our_dataset/images295_0.jpg,The checkout counter of commitment awaits our final choices.,"<metaphor>
Choosing wisely, acting firmly.
</metaphor>","Choosing wisely, acting firmly."
18,18,18,18,18,/data/ajaunarena/our_dataset/images1417_0.jpg,Their support was a balm that soothed her anxiety.,<metaphor>Soft voices whispered calm into her storm.</metaphor>,Soft voices whispered calm into her storm.
19,19,19,19,19,/data/ajaunarena/our_dataset/images1949_0.jpg,Their research and development was an arms race for innovation.,"<metaphor>
Racing to innovate, companies sped past each other.
</metaphor>","Racing to innovate, companies sped past each other."
20,20,20,20,20,/data/ajaunarena/our_dataset/images690_0.jpg,Here is the anchor of being.,"<metaphor>
The present is the canvas of life.
</metaphor>",The present is the canvas of life.
21,21,21,21,21,/data/ajaunarena/our_dataset/images47_1.jpg,The burden of beer weighed down his eyelids.,"<metaphor>
Alcohol draped him in a sleepy blanket.
</metaphor>",Alcohol draped him in a sleepy blanket.
22,22,22,22,22,/data/ajaunarena/our_dataset/images86_3.jpg,Our possessions are the keys to property doors.,"<metaphor>
Belongings paved her path to wealth.
</metaphor>",Belongings paved her path to wealth.
23,23,23,23,23,/data/ajaunarena/our_dataset/images1866_1.jpg,She ran herself into a better situation.,"<metaphor>
She carved her path to success.
</metaphor>",She carved her path to success.
24,24,24,24,24,/data/ajaunarena/our_dataset/images761_2.jpg,Her missing pieces became poisoned arrows.,"<metaphor>
Lack was a heavy stone around her neck.</metaphor>",Lack was a heavy stone around her neck.
25,25,25,25,25,/data/ajaunarena/our_dataset/images1117_3.jpg,Their dominion rocketed skyward.,<metaphor>Rapidly spreading wildfire of influence.</metaphor>,Rapidly spreading wildfire of influence.
26,26,26,26,26,/data/ajaunarena/our_dataset/images166_3.jpg,Her eyes embraced the entire scene.,"<metaphor>
She saw the big picture in one glance.
</metaphor>",She saw the big picture in one glance.
27,27,27,27,27,/data/ajaunarena/our_dataset/images1919_0.jpg,Each crossroad is a gateway to new adventures.,"<metaphor>
Life's forks offer new horizon vistas.
</metaphor>",Life's forks offer new horizon vistas.
28,28,28,28,28,/data/ajaunarena/our_dataset/images1248_2.jpg,The street lamps' glow pooled beneath each post.,"<metaphor>
Lamps painted circles on the night's canvas.
</metaphor>",Lamps painted circles on the night's canvas.
29,29,29,29,29,/data/ajaunarena/our_dataset/images134_2.jpg,Good habits are deposits in the bank of success.,"<metaphor>
Watering flowers blooms success gradually.
</metaphor>",Watering flowers blooms success gradually.
30,30,30,30,30,/data/ajaunarena/our_dataset/images1008_2.jpg,Their laughter catalyzed a chain reaction of joy.,"<metaphor>
Their laughter ignited a joyous fire.  
</metaphor>",Their laughter ignited a joyous fire.
31,31,31,31,31,/data/ajaunarena/our_dataset/images1356_3.jpg,Being paints itself on the canvas of space.,"<metaphor>
Life draws its map through space and time.
</metaphor>",Life draws its map through space and time.
32,32,32,32,32,/data/ajaunarena/our_dataset/images842_1.jpg,"She's like a battery in power-saving mode, conserving her energy for important moments.","<metaphor>
She conserves energy like a miser saves gold.
</metaphor>",She conserves energy like a miser saves gold.
33,33,33,33,33,/data/ajaunarena/our_dataset/images913_1.jpg,The design journeyed into existence.,"<metaphor>
Pencil strokes built the masterpiece slowly.
</metaphor>",Pencil strokes built the masterpiece slowly.
34,34,34,34,34,/data/ajaunarena/our_dataset/images1322_2.jpg,Their shared qualities are traded like valuable commodities.,"<metaphor>
Characters swap in a social drama.
</metaphor>",Characters swap in a social drama.
35,35,35,35,35,/data/ajaunarena/our_dataset/images1111_1.jpg,She elevated her position of power.,"<metaphor>
She weaved her way to dominance.
</metaphor>",She weaved her way to dominance.
36,36,36,36,36,/data/ajaunarena/our_dataset/images335_0.jpg,The mind's operating system needs occasional rebooting through sleep.,"<metaphor>
Brain needs sleep like soil needs rain.</metaphor>",Brain needs sleep like soil needs rain.
37,37,37,37,37,/data/ajaunarena/our_dataset/images1338_3.jpg,Each researcher adds their pieces to the collective knowledge puzzle.,"<metaphor>
Drop by drop, ink fills the page of knowledge.
</metaphor>","Drop by drop, ink fills the page of knowledge."
38,38,38,38,38,/data/ajaunarena/our_dataset/images1426_2.jpg,Her hopes subsided into the depths of despair.,"<metaphor>
Her dreams shattered like glass.
</metaphor>",Her dreams shattered like glass.
39,39,39,39,39,/data/ajaunarena/our_dataset/images1449_0.jpg,The temperature between them reached fever pitch.,"<metaphor>
Their desire ignited like wildfire.
</metaphor>",Their desire ignited like wildfire.
40,40,40,40,40,/data/ajaunarena/our_dataset/images1410_0.jpg,The poison of his words seeped into her resolve.,"<metaphor>
Harsh winds blew out her inner flame.
</metaphor>",Harsh winds blew out her inner flame.
41,41,41,41,41,/data/ajaunarena/our_dataset/images18_0.jpg,The financial crisis created a tsunami of debt.,"<metaphor>
Economic storm flooded the financial landscape.
</metaphor>",Economic storm flooded the financial landscape.
42,42,42,42,42,/data/ajaunarena/our_dataset/images1243_0.jpg,Light cascaded down the crystal chandelier.,"<metaphor>
Drops of light danced down the room.
</metaphor>",Drops of light danced down the room.
43,43,43,43,43,/data/ajaunarena/our_dataset/images67_1.jpg,Our deadlines are spinning like a top.,<metaphor>A tangled web of tasks.</metaphor>,A tangled web of tasks.
44,44,44,44,44,/data/ajaunarena/our_dataset/images1935_0.jpg,She's the inherited heirloom I'll cherish forever.,<metaphor>A relationship wrapped in eternal silk.</metaphor>,A relationship wrapped in eternal silk.
45,45,45,45,45,/data/ajaunarena/our_dataset/images1303_1.jpg,The composer offered melodies to the silence.,"<metaphor>
He composed silence into melody.</metaphor>",He composed silence into melody.
46,46,46,46,46,/data/ajaunarena/our_dataset/images1445_3.jpg,Their passion boiled over in an instant.,"<metaphor>Tension sparked like fireworks, uncontrollable.</metaphor>","Tension sparked like fireworks, uncontrollable."
47,47,47,47,47,/data/ajaunarena/our_dataset/images408_3.jpg,Her inner orchestra conducts her diverse talents.,"<metaphor>
Her mind dances as one symphony.
</metaphor>",Her mind dances as one symphony.
48,48,48,48,48,/data/ajaunarena/our_dataset/images726_1.jpg,Their proposal is weighing heavily on my mental scales.,"<metaphor>
She weighs their proposal meticulously.
</metaphor>",She weighs their proposal meticulously.
49,49,49,49,49,/data/ajaunarena/our_dataset/images17_0.jpg,Fresh capital irrigated the startup ecosystem.,<metaphor>New funds watered startup gardens.</metaphor>,New funds watered startup gardens.
50,50,50,50,50,/data/ajaunarena/our_dataset/images179_0.jpg,She's surrounded by poisonous words.,"<metaphor>
She swims through toxic waters carefully.
</metaphor>",She swims through toxic waters carefully.
51,51,51,51,51,/data/ajaunarena/our_dataset/images522_2.jpg,His words were a nauseating pill of disgust.,"<metaphor>
His words triggered a storm of disgust.
</metaphor>",His words triggered a storm of disgust.
52,52,52,52,52,/data/ajaunarena/our_dataset/images821_0.jpg,The finish line beckons all competitors forward.,"<metaphor>
Winning sets all hearts to race.
</metaphor>",Winning sets all hearts to race.
53,53,53,53,53,/data/ajaunarena/our_dataset/images1140_2.jpg,Her mind was running on low battery.,"<metaphor>
She floated into peace like a feather on calm water.
</metaphor>",She floated into peace like a feather on calm water.
54,54,54,54,54,/data/ajaunarena/our_dataset/images488_1.jpg,Time is the silent revolutionist.,"<metaphor>
Time weaves silent magic through life.
</metaphor>",Time weaves silent magic through life.
55,55,55,55,55,/data/ajaunarena/our_dataset/images1623_3.jpg,Literature is a fertile valley where ideas grow abundantly.,"<metaphor>
Literature is a fertile soil for thoughts.
</metaphor>",Literature is a fertile soil for thoughts.
56,56,56,56,56,/data/ajaunarena/our_dataset/images1221_3.jpg,Each new possession is another key to maintain in life's growing keychain.,"<metaphor>
Adding weights to an already heavy backpack.</metaphor>",Adding weights to an already heavy backpack.
57,57,57,57,57,/data/ajaunarena/our_dataset/images683_2.jpg,Laughter was their first aid kit in times of crisis.,<metaphor>Laughter was a balm for tough times.</metaphor>,Laughter was a balm for tough times.
58,58,58,58,58,/data/ajaunarena/our_dataset/images915_2.jpg,The project has touched down.,"<metaphor>
Project bloomed like a fully grown flower.
</metaphor>",Project bloomed like a fully grown flower.
59,59,59,59,59,/data/ajaunarena/our_dataset/images1014_0.jpg,She embraces power with both arms.,<metaphor>She stands firm like a rock.</metaphor>,She stands firm like a rock.
60,60,60,60,60,/data/ajaunarena/our_dataset/images846_3.jpg,"She's running on backup power, pushing through despite exhaustion.","<metaphor>
She rowed with fading oars toward the shore.</metaphor>",She rowed with fading oars toward the shore.
61,61,61,61,61,/data/ajaunarena/our_dataset/images514_1.jpg,Her career took a sharp turn after the promotion.,<metaphor>Career shifted with the promotion.</metaphor>,Career shifted with the promotion.
62,62,62,62,62,/data/ajaunarena/our_dataset/images987_1.jpg,She nurtured love like a greenhouse cultivates warmth.,"<metaphor>
She nurtured affection like a garden.
</metaphor>",She nurtured affection like a garden.
63,63,63,63,63,/data/ajaunarena/our_dataset/images287_0.jpg,That insight is an oasis in a desert of confusion.,<metaphor>A lamp in the dark room of uncertainty.</metaphor>,A lamp in the dark room of uncertainty.
64,64,64,64,64,/data/ajaunarena/our_dataset/images1622_0.jpg,Mathematics is a mountainous region with multiple peaks to conquer.,"<metaphor>
Math is a staircase of complex steps.
</metaphor>",Math is a staircase of complex steps.
65,65,65,65,65,/data/ajaunarena/our_dataset/images605_1.jpg,He maintains a steady grip on his emotions.,"<metaphor>
He charts his emotions carefully.
</metaphor>",He charts his emotions carefully.
66,66,66,66,66,/data/ajaunarena/our_dataset/images178_1.jpg,They're standing on the edge of a cliff.,"<metaphor>
They're walking on thin ice.
</metaphor>",They're walking on thin ice.
67,67,67,67,67,/data/ajaunarena/our_dataset/images1054_0.jpg,Love is a long-distance trek with shared footsteps.,"<metaphor>
A relationship is a garden needing watering.
</metaphor>",A relationship is a garden needing watering.
68,68,68,68,68,/data/ajaunarena/our_dataset/images1335_3.jpg,The image becomes clearer as more pieces of evidence fall into place.,"<metaphor>
Light grows brighter with gathered evidence.
</metaphor>",Light grows brighter with gathered evidence.
69,69,69,69,69,/data/ajaunarena/our_dataset/images1015_1.jpg,Their hands are full of opportunities.,"<metaphor>
They swim in a sea of opportunities.
</metaphor>",They swim in a sea of opportunities.
70,70,70,70,70,/data/ajaunarena/our_dataset/images1153_3.jpg,Fellow travelers on this road of change become our mirrors and guides.,"<metaphor>
Breadcrumbs from others guide our transformation journey.
</metaphor>",Breadcrumbs from others guide our transformation journey.
71,71,71,71,71,/data/ajaunarena/our_dataset/images1012_1.jpg,Their fingers are intertwined with success.,"<metaphor>
They are a steady stream of success.
</metaphor>",They are a steady stream of success.
72,72,72,72,72,/data/ajaunarena/our_dataset/images1864_3.jpg,He jogged through the transformation process.,"<metaphor>
He charted his course, steering steadily within himself.
</metaphor>","He charted his course, steering steadily within himself."
73,73,73,73,73,/data/ajaunarena/our_dataset/images1453_3.jpg,Their shared beliefs were a well-worn comfort blanket.,<metaphor>Familiar comfort woven into their shared fabric.</metaphor>,Familiar comfort woven into their shared fabric.
74,74,74,74,74,/data/ajaunarena/our_dataset/images354_3.jpg,She's a lighthouse standing steady in emotional tempests.,"<metaphor>
She is a calm lighthouse guiding others through storms.
</metaphor>",She is a calm lighthouse guiding others through storms.
75,75,75,75,75,/data/ajaunarena/our_dataset/images1855_1.jpg,The truth came into focus like an adjusting lens.,"<metaphor>
Light dawned as the fog lifted.
</metaphor>",Light dawned as the fog lifted.
76,76,76,76,76,/data/ajaunarena/our_dataset/images257_3.jpg,Their chemistry was an arsenal waiting to be deployed.,<metaphor>A flame waiting to ignite.</metaphor>,A flame waiting to ignite.
77,77,77,77,77,/data/ajaunarena/our_dataset/images1486_0.jpg,Time is an avalanche cascading down the mountain of existence.,"<metaphor>
Time is an unstoppable current.
</metaphor>",Time is an unstoppable current.
78,78,78,78,78,/data/ajaunarena/our_dataset/images774_3.jpg,"Time is an unwavering shadow, following our every move.","<metaphor>
Time is the unseen traveler in our lives.
</metaphor>",Time is the unseen traveler in our lives.
79,79,79,79,79,/data/ajaunarena/our_dataset/images172_0.jpg,They're trapped in quicksand of toxic relationships.,"<metaphor>
They swim deeper into troubled waters.
</metaphor>",They swim deeper into troubled waters.
80,80,80,80,80,/data/ajaunarena/our_dataset/images734_2.jpg,Some beliefs are like fast fashion - cheaply made and quickly discarded.,"<metaphor>
Empty shells of convictions, easily discarded.
</metaphor>","Empty shells of convictions, easily discarded."
81,81,81,81,81,/data/ajaunarena/our_dataset/images644_1.jpg,The vodka razed his rational thoughts to the ground.,"<metaphor>
Alcohol painted his thoughts with fog.
</metaphor>",Alcohol painted his thoughts with fog.
82,82,82,82,82,/data/ajaunarena/our_dataset/images487_1.jpg,Time is an eternal chameleon.,"<metaphor>
Time weaves through life, altering threads.
</metaphor>","Time weaves through life, altering threads."
83,83,83,83,83,/data/ajaunarena/our_dataset/images984_2.jpg,Her heart was a thermal spring of endless affection.,"<metaphor>
Her love flowed like an ever-full river.
</metaphor>",Her love flowed like an ever-full river.
84,84,84,84,84,/data/ajaunarena/our_dataset/images422_3.jpg,The state's economy is a square peg in a round hole.,"<metaphor>
State policies clash with market realities.
</metaphor>",State policies clash with market realities.
85,85,85,85,85,/data/ajaunarena/our_dataset/images144_0.jpg,Her mind was running a marathon of thoughts.,"<metaphor>
She dove deep into her thoughts.
</metaphor>",She dove deep into her thoughts.
86,86,86,86,86,/data/ajaunarena/our_dataset/images165_0.jpg,His eyes danced across the pages of the book.,"<metaphor>
He devoured the book with eagerness.
</metaphor>",He devoured the book with eagerness.
87,87,87,87,87,/data/ajaunarena/our_dataset/images1079_2.jpg,She polished her moral compass daily.,"<metaphor>
She carved her path with moral compass.
</metaphor>",She carved her path with moral compass.
88,88,88,88,88,/data/ajaunarena/our_dataset/images1318_0.jpg,The heat of their argument left scorch marks on their friendship.,"<metaphor>
Their words carved deep rifts in their bond.
</metaphor>",Their words carved deep rifts in their bond.
89,89,89,89,89,/data/ajaunarena/our_dataset/images104_3.jpg,Lightning signed its jagged line across the sky.,"<metaphor>
A bolt of clarity sliced through confusion.
</metaphor>",A bolt of clarity sliced through confusion.
90,90,90,90,90,/data/ajaunarena/our_dataset/images454_0.jpg,Love is two rivers merging into one mighty stream.,"<metaphor>
Love weaves separate threads into one strong rope.
</metaphor>",Love weaves separate threads into one strong rope.
91,91,91,91,91,/data/ajaunarena/our_dataset/images1668_1.jpg,Their beliefs are scattered like distant islands in vast seas.,"<metaphor>
Their beliefs are scattered like autumn leaves.
</metaphor>",Their beliefs are scattered like autumn leaves.
92,92,92,92,92,/data/ajaunarena/our_dataset/images1375_1.jpg,The chill of fear numbed his ability to respond.,<metaphor>Fear paralyzed his response.</metaphor>,Fear paralyzed his response.
93,93,93,93,93,/data/ajaunarena/our_dataset/images572_0.jpg,"The winds of change scatter some seeds on fertile soil, while others land on barren rock.","<metaphor>
River分流加剧贫富差距。</metaphor>",River分流加剧贫富差距。
94,94,94,94,94,/data/ajaunarena/our_dataset/images1194_2.jpg,The orchestra of self plays different tunes simultaneously.,"<metaphor>
A symphony of personalities plays together.
</metaphor>",A symphony of personalities plays together.
95,95,95,95,95,/data/ajaunarena/our_dataset/images120_3.jpg,Ideas are seeds that need careful cultivation to bloom into creation.,<metaphor>Creative seeds bloom with care and time.</metaphor>,Creative seeds bloom with care and time.
96,96,96,96,96,/data/ajaunarena/our_dataset/images504_0.jpg,"This problem is a whirlpool, pulling in resources and energy.","<metaphor>
It's a bottomless pit swallowing resources.
</metaphor>",It's a bottomless pit swallowing resources.
97,97,97,97,97,/data/ajaunarena/our_dataset/images1289_3.jpg,Revolutionary ideas are earthquakes shaking old foundations.,"<metaphor>
New ideas are seismic shifts in thought.
</metaphor>",New ideas are seismic shifts in thought.
98,98,98,98,98,/data/ajaunarena/our_dataset/images975_0.jpg,His happiness rocketed through the atmosphere.,"<metaphor>
His joy burst like fireworks.
</metaphor>",His joy burst like fireworks.
99,99,99,99,99,/data/ajaunarena/our_dataset/images98_0.jpg,Their argument escalated into verbal nuclear warfare.,"<metaphor>
Their conversation boiled over into acid. 
</metaphor>",Their conversation boiled over into acid.
100,100,100,100,100,/data/ajaunarena/our_dataset/images117_0.jpg,Night's steel grip held the world motionless.,"<metaphor>
Nightfall turned the world into a silent library.
</metaphor>",Nightfall turned the world into a silent library.
101,101,101,101,101,/data/ajaunarena/our_dataset/images1196_1.jpg,The actors in my mind perform different roles.,"<metaphor>
She's a chameleon of personalities.
</metaphor>",She's a chameleon of personalities.
102,102,102,102,102,/data/ajaunarena/our_dataset/images1357_2.jpg,The world crystallizes into distinct shapes.,"<metaphor>
Reality takes shape like a sculpted form.
</metaphor>",Reality takes shape like a sculpted form.
103,103,103,103,103,/data/ajaunarena/our_dataset/images1038_1.jpg,The project's actions were gravitating toward failure.,"<metaphor>
The project was sinking like a stone.
</metaphor>",The project was sinking like a stone.
104,104,104,104,104,/data/ajaunarena/our_dataset/images670_1.jpg,The footsteps of time leave causal footprints behind.,<metaphor>Past seeds shape future harvests.</metaphor>,Past seeds shape future harvests.
105,105,105,105,105,/data/ajaunarena/our_dataset/images1577_0.jpg,Their moral obligations accelerated like objects in free fall.,"<metaphor>
Fire raged, demands soaring higher.
</metaphor>","Fire raged, demands soaring higher."
106,106,106,106,106,/data/ajaunarena/our_dataset/images1302_0.jpg,Nature presents new life to the earth each spring.,<metaphor>Nature blossoms anew each spring.</metaphor>,Nature blossoms anew each spring.
107,107,107,107,107,/data/ajaunarena/our_dataset/images1177_2.jpg,Their ideas are sparks in the night sky.,<metaphor>Brief sparks of genius illuminate minds.</metaphor>,Brief sparks of genius illuminate minds.
108,108,108,108,108,/data/ajaunarena/our_dataset/images1295_0.jpg,Hope is a buoyant force keeping us afloat in troubled waters.,<metaphor>Hope anchors us through stormy emotions.</metaphor>,Hope anchors us through stormy emotions.
109,109,109,109,109,/data/ajaunarena/our_dataset/images901_1.jpg,The heat of her fury scorched everyone in the room.,"<metaphor>
Her anger was a storm cloud darkening the room.
</metaphor>",Her anger was a storm cloud darkening the room.
110,110,110,110,110,/data/ajaunarena/our_dataset/images176_3.jpg,She's walking through a storm of negativity.,"<metaphor>
She walked through a storm to see sunlight.
</metaphor>",She walked through a storm to see sunlight.
111,111,111,111,111,/data/ajaunarena/our_dataset/images1329_1.jpg,Their qualities are curated like a museum collection.,"<metaphor>
Museums of traits preserved with care.
</metaphor>",Museums of traits preserved with care.
112,112,112,112,112,/data/ajaunarena/our_dataset/images285_0.jpg,The solution lies in an underground cavern of possibilities.,"<metaphor>
The answer lies in unexplored depths.</metaphor>",The answer lies in unexplored depths.
113,113,113,113,113,/data/ajaunarena/our_dataset/images281_0.jpg,Her mind is a bustling metropolis of interconnected thoughts.,"<metaphor>
Her mind is a symphony of thoughts.
</metaphor>",Her mind is a symphony of thoughts.
114,114,114,114,114,/data/ajaunarena/our_dataset/images1279_2.jpg,"We've reached base camp, but the summit still towers above.","<metaphor>
Initial success, but the mountain remains tall.
</metaphor>","Initial success, but the mountain remains tall."
115,115,115,115,115,/data/ajaunarena/our_dataset/images756_0.jpg,The theory flourished in the scientific community.,"<metaphor>
Theory bloomed in scientists' hearts.</metaphor>",Theory bloomed in scientists' hearts.
116,116,116,116,116,/data/ajaunarena/our_dataset/images811_1.jpg,Life breathes color into existence's empty rooms.,"<metaphor>
Lived experiences paint the canvas of our lives.  
</metaphor>",Lived experiences paint the canvas of our lives.
117,117,117,117,117,/data/ajaunarena/our_dataset/images146_1.jpg,Her mind needed proper nutrition through reading.,"<metaphor>
Reading nourishes her mental health like water does a plant.
</metaphor>",Reading nourishes her mental health like water does a plant.
118,118,118,118,118,/data/ajaunarena/our_dataset/images1090_0.jpg,Her ideas were a feast for the mind.,"<metaphor>
Her mind feasted on complex puzzles.
</metaphor>",Her mind feasted on complex puzzles.
119,119,119,119,119,/data/ajaunarena/our_dataset/images1184_0.jpg,Properties are thermal conductors of wealth.,"<metaphor>
Properties are gold mines of wealth.
</metaphor>",Properties are gold mines of wealth.
120,120,120,120,120,/data/ajaunarena/our_dataset/images1415_1.jpg,Success injected new energy into the team's morale.,"<metaphor>
Their success lit a confidence flame in teammates.
</metaphor>",Their success lit a confidence flame in teammates.
121,121,121,121,121,/data/ajaunarena/our_dataset/images983_3.jpg,Their love wrapped around them like a heated blanket.,"<metaphor>
Their affection built a warm cocoon.
</metaphor>",Their affection built a warm cocoon.
122,122,122,122,122,/data/ajaunarena/our_dataset/images889_0.jpg,Her emotional equilibrium is a master juggler's performance.,"<metaphor>
She weaves through emotions like a skilled dancer.
</metaphor>",She weaves through emotions like a skilled dancer.
123,123,123,123,123,/data/ajaunarena/our_dataset/images303_0.jpg,She deposited extra hours into her weekend savings.,"<metaphor>
She carved out time for fun.
</metaphor>",She carved out time for fun.
124,124,124,124,124,/data/ajaunarena/our_dataset/images167_0.jpg,His gaze climbed the towering building.,"<metaphor>
He traced the skyscraper's height with his gaze.
</metaphor>",He traced the skyscraper's height with his gaze.
125,125,125,125,125,/data/ajaunarena/our_dataset/images94_3.jpg,The debate was a crossfire of verbal artillery.,"<metaphor>
Fireworks of words exploded between them.
</metaphor>",Fireworks of words exploded between them.
126,126,126,126,126,/data/ajaunarena/our_dataset/images772_1.jpg,"Time stalks us through the corridors of life, never losing our trail.","<metaphor>
Time is a steady traveler in our lives.
</metaphor>",Time is a steady traveler in our lives.
127,127,127,127,127,/data/ajaunarena/our_dataset/images1870_2.jpg,Words are bridges connecting minds across the void.,"<metaphor>
Communication is a bridge between minds.</metaphor>",Communication is a bridge between minds.
128,128,128,128,128,/data/ajaunarena/our_dataset/images1836_3.jpg,We're standing at the edge of this problem's precipice.,"<metaphor>Crossroads loom large, choices define fate.</metaphor>","Crossroads loom large, choices define fate."
129,129,129,129,129,/data/ajaunarena/our_dataset/images1034_1.jpg,The action orbited around the central issue.,"<metaphor>
All paths led back to the central issue.
</metaphor>",All paths led back to the central issue.
130,130,130,130,130,/data/ajaunarena/our_dataset/images1794_3.jpg,This problem is a target hidden in the fog.,"<metaphor>
A foggy puzzle with missing pieces.
</metaphor>",A foggy puzzle with missing pieces.
131,131,131,131,131,/data/ajaunarena/our_dataset/images33_1.jpg,The manager juggled all the moving pieces.,"<metaphor>
He was a conductor of many moving parts.
</metaphor>",He was a conductor of many moving parts.
132,132,132,132,132,/data/ajaunarena/our_dataset/images588_1.jpg,The project was too big to swallow at once.,"<metaphor>
A puzzle too vast for one attempt.
</metaphor>",A puzzle too vast for one attempt.
133,133,133,133,133,/data/ajaunarena/our_dataset/images1882_0.jpg,She's overdosing on retail therapy.,"<metaphor>
Shopping addiction dug a deeper hole.</metaphor>",Shopping addiction dug a deeper hole.
134,134,134,134,134,/data/ajaunarena/our_dataset/images1858_3.jpg,Their love glowed like a constant star.,"<metaphor>
Their love is a weathered oak, strong and enduring.
</metaphor>","Their love is a weathered oak, strong and enduring."
135,135,135,135,135,/data/ajaunarena/our_dataset/images1465_0.jpg,His ideas are raw diamonds needing careful refinement.,<metaphor>A diamond in rough needs cutting to shine.</metaphor>,A diamond in rough needs cutting to shine.
136,136,136,136,136,/data/ajaunarena/our_dataset/images1723_1.jpg,His motor was running hot all night long.,"<metaphor>
His desire burned bright all night.
</metaphor>",His desire burned bright all night.
137,137,137,137,137,/data/ajaunarena/our_dataset/images980_1.jpg,Her affection radiated like a gentle sunbeam.,"<metaphor>
Her touch warmed hearts like sunlight.",
138,138,138,138,138,/data/ajaunarena/our_dataset/images1294_0.jpg,Depression is an inertial force resisting all movement forward.,"<metaphor>
Depression weighs down progress like heavy fog.
</metaphor>",Depression weighs down progress like heavy fog.
139,139,139,139,139,/data/ajaunarena/our_dataset/images1514_2.jpg,States are neighborhoods in liberty's city.,"<metaphor>
States are cells in the body of freedom.</metaphor>",States are cells in the body of freedom.
140,140,140,140,140,/data/ajaunarena/our_dataset/images48_1.jpg,His speech stumbled under the weight of whiskey.,"<metaphor>
His tongue felt like cotton wool.
</metaphor>",His tongue felt like cotton wool.
141,141,141,141,141,/data/ajaunarena/our_dataset/images883_3.jpg,Her emotions maintain a perfect seesaw equilibrium.,"<metaphor>
She balances joy and storms in her heart.
</metaphor>",She balances joy and storms in her heart.
142,142,142,142,142,/data/ajaunarena/our_dataset/images1586_1.jpg,The visual field is a basket catching moving objects.,"<metaphor>
Eye glides over, snagging passing sights.
</metaphor>","Eye glides over, snagging passing sights."
