,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,image_path,true_metaphor,predicted_metaphor,extracted_metaphor
85,85,85,85,85,/data/ajaunarena/our_dataset/images/144_0.jpg,Her mind was running a marathon of thoughts.,<metaphor>she delved deep into her thoughts like a scientist exploring the unknown.</metaphor>,she delved deep into her thoughts like a scientist exploring the unknown.
86,86,86,86,86,/data/ajaunarena/our_dataset/images/165_0.jpg,His eyes danced across the pages of the book.,<metaphor>he devoured the book with eager eyes.</metaphor>,he devoured the book with eager eyes.
87,87,87,87,87,/data/ajaunarena/our_dataset/images/1079_2.jpg,She polished her moral compass daily.,<metaphor>she stood firm like a tree in the wind.</metaphor>,she stood firm like a tree in the wind.
88,88,88,88,88,/data/ajaunarena/our_dataset/images/1318_0.jpg,The heat of their argument left scorch marks on their friendship.,<metaphor>the tension cracked their bond like ice.</metaphor>,the tension cracked their bond like ice.
89,89,89,89,89,/data/ajaunarena/our_dataset/images/104_3.jpg,Lightning signed its jagged line across the sky.,<metaphor>the bolt cut through the stormy sky.</metaphor>,the bolt cut through the stormy sky.
90,90,90,90,90,/data/ajaunarena/our_dataset/images/454_0.jpg,Love is two rivers merging into one mighty stream.,"<metaphor>two hearts beat as one, stronger together.</metaphor>","two hearts beat as one, stronger together."
91,91,91,91,91,/data/ajaunarena/our_dataset/images/1668_1.jpg,Their beliefs are scattered like distant islands in vast seas.,<metaphor>beliefs scattered like a broken puzzle.</metaphor>,beliefs scattered like a broken puzzle.
92,92,92,92,92,/data/ajaunarena/our_dataset/images/1375_1.jpg,The chill of fear numbed his ability to respond.,<metaphor>fear paralyzes his ability to act.</metaphor>,fear paralyzes his ability to act.
93,93,93,93,93,/data/ajaunarena/our_dataset/images/572_0.jpg,"The winds of change scatter some seeds on fertile soil, while others land on barren rock.","<metaphor>the winners climb higher, leaving losers behind.</metaphor>","the winners climb higher, leaving losers behind."
94,94,94,94,94,/data/ajaunarena/our_dataset/images/1194_2.jpg,The orchestra of self plays different tunes simultaneously.,"<metaphor>colors blend, revealing a spectrum of self.</metaphor>","colors blend, revealing a spectrum of self."
95,95,95,95,95,/data/ajaunarena/our_dataset/images/120_3.jpg,Ideas are seeds that need careful cultivation to bloom into creation.,<metaphor>cultivating ideas blooms into innovation.</metaphor>,cultivating ideas blooms into innovation.
96,96,96,96,96,/data/ajaunarena/our_dataset/images/504_0.jpg,"This problem is a whirlpool, pulling in resources and energy.",<metaphor>the puzzle eats up all the pieces.</metaphor>,the puzzle eats up all the pieces.
97,97,97,97,97,/data/ajaunarena/our_dataset/images/1289_3.jpg,Revolutionary ideas are earthquakes shaking old foundations.,<metaphor>a wave of innovation crashes over outdated norms.</metaphor>,a wave of innovation crashes over outdated norms.
98,98,98,98,98,/data/ajaunarena/our_dataset/images/975_0.jpg,His happiness rocketed through the atmosphere.,<metaphor>he soared into a world of pure delight.</metaphor>,he soared into a world of pure delight.
99,99,99,99,99,/data/ajaunarena/our_dataset/images/98_0.jpg,Their argument escalated into verbal nuclear warfare.,<metaphor>their dialogue became a toxic rainbow.</metaphor>,their dialogue became a toxic rainbow.
100,100,100,100,100,/data/ajaunarena/our_dataset/images/117_0.jpg,Night's steel grip held the world motionless.,<metaphor>the night swallowed all movement.</metaphor>,the night swallowed all movement.
101,101,101,101,101,/data/ajaunarena/our_dataset/images/1196_1.jpg,The actors in my mind perform different roles.,<metaphor>he dons different hats for different roles.</metaphor>,he dons different hats for different roles.
102,102,102,102,102,/data/ajaunarena/our_dataset/images/1357_2.jpg,The world crystallizes into distinct shapes.,<metaphor>colors reveal the truth behind the illusion.</metaphor>,colors reveal the truth behind the illusion.
103,103,103,103,103,/data/ajaunarena/our_dataset/images/1038_1.jpg,The project's actions were gravitating toward failure.,<metaphor>the project was a sinking ship.</metaphor>,the project was a sinking ship.
104,104,104,104,104,/data/ajaunarena/our_dataset/images/670_1.jpg,The footsteps of time leave causal footprints behind.,<metaphor>early seeds sow the future harvest.</metaphor>,early seeds sow the future harvest.
105,105,105,105,105,/data/ajaunarena/our_dataset/images/1577_0.jpg,Their moral obligations accelerated like objects in free fall.,<metaphor>the clock ticked away their duties.</metaphor>,the clock ticked away their duties.
106,106,106,106,106,/data/ajaunarena/our_dataset/images/1302_0.jpg,Nature presents new life to the earth each spring.,<metaphor>new life blooms from the soil.</metaphor>,new life blooms from the soil.
107,107,107,107,107,/data/ajaunarena/our_dataset/images/1177_2.jpg,Their ideas are sparks in the night sky.,"<metaphor>thoughts flash like lightning, illuminating the way forward.</metaphor>","thoughts flash like lightning, illuminating the way forward."
108,108,108,108,108,/data/ajaunarena/our_dataset/images/1295_0.jpg,Hope is a buoyant force keeping us afloat in troubled waters.,<metaphor>hope is the anchor that keeps us steady.</metaphor>,hope is the anchor that keeps us steady.
109,109,109,109,109,/data/ajaunarena/our_dataset/images/901_1.jpg,The heat of her fury scorched everyone in the room.,<metaphor>her fiery temper scorched everything in its path.</metaphor>,her fiery temper scorched everything in its path.
110,110,110,110,110,/data/ajaunarena/our_dataset/images/176_3.jpg,She's walking through a storm of negativity.,"<metaphor>she endures the storm, finding strength within.</metaphor>","she endures the storm, finding strength within."
111,111,111,111,111,/data/ajaunarena/our_dataset/images/1329_1.jpg,Their qualities are curated like a museum collection.,<metaphor>preserving her essence like a museum curates art.</metaphor>,preserving her essence like a museum curates art.
112,112,112,112,112,/data/ajaunarena/our_dataset/images/285_0.jpg,The solution lies in an underground cavern of possibilities.,<metaphor>he dove into the depths for the answer.</metaphor>,he dove into the depths for the answer.
113,113,113,113,113,/data/ajaunarena/our_dataset/images/281_0.jpg,Her mind is a bustling metropolis of interconnected thoughts.,<metaphor>her mind buzzes like a busy beehive.</metaphor>,her mind buzzes like a busy beehive.
114,114,114,114,114,/data/ajaunarena/our_dataset/images/1279_2.jpg,"We've reached base camp, but the summit still towers above.",<metaphor>first step is just the beginning; true progress demands persistence.</metaphor>,first step is just the beginning; true progress demands persistence.
115,115,115,115,115,/data/ajaunarena/our_dataset/images/756_0.jpg,The theory flourished in the scientific community.,<metaphor>the theory took root and flourished. </metaphor>,the theory took root and flourished.
116,116,116,116,116,/data/ajaunarena/our_dataset/images/811_1.jpg,Life breathes color into existence's empty rooms.,<metaphor>life's journey paints the canvas of our souls.</metaphor>,life's journey paints the canvas of our souls.
117,117,117,117,117,/data/ajaunarena/our_dataset/images/146_1.jpg,Her mind needed proper nutrition through reading.,<metaphor>she read her way to a clearer mind.</metaphor>,she read her way to a clearer mind.
118,118,118,118,118,/data/ajaunarena/our_dataset/images/1090_0.jpg,Her ideas were a feast for the mind.,<metaphor>her mind buzzed like a hummingbird in a garden of thoughts.</metaphor>,her mind buzzed like a hummingbird in a garden of thoughts.
119,119,119,119,119,/data/ajaunarena/our_dataset/images/1184_0.jpg,Properties are thermal conductors of wealth.,<metaphor>properties weave a web of financial growth.</metaphor>,properties weave a web of financial growth.
120,120,120,120,120,/data/ajaunarena/our_dataset/images/1415_1.jpg,Success injected new energy into the team's morale.,<metaphor>the trophy lifted spirits high.</metaphor>,the trophy lifted spirits high.
121,121,121,121,121,/data/ajaunarena/our_dataset/images/983_3.jpg,Their love wrapped around them like a heated blanket.,<metaphor>the embrace cradled their shared warmth.</metaphor>,the embrace cradled their shared warmth.
122,122,122,122,122,/data/ajaunarena/our_dataset/images/889_0.jpg,Her emotional equilibrium is a master juggler's performance.,<metaphor>she navigates her emotions like a master chef blends flavors.</metaphor>,she navigates her emotions like a master chef blends flavors.
123,123,123,123,123,/data/ajaunarena/our_dataset/images/303_0.jpg,She deposited extra hours into her weekend savings.,<metaphor>she carved out leisure from her schedule.</metaphor>,she carved out leisure from her schedule.
124,124,124,124,124,/data/ajaunarena/our_dataset/images/167_0.jpg,His gaze climbed the towering building.,<metaphor>he scaled the heights of his aspirations.</metaphor>,he scaled the heights of his aspirations.
125,125,125,125,125,/data/ajaunarena/our_dataset/images/94_3.jpg,The debate was a crossfire of verbal artillery.,"<metaphor>he spoke with a thunderous roar, shaking the room.</metaphor>","he spoke with a thunderous roar, shaking the room."
126,126,126,126,126,/data/ajaunarena/our_dataset/images/772_1.jpg,"Time stalks us through the corridors of life, never losing our trail.",<metaphor>time's clock ticks through life's stages.</metaphor>,time's clock ticks through life's stages.
127,127,127,127,127,/data/ajaunarena/our_dataset/images/1870_2.jpg,Words are bridges connecting minds across the void.,<metaphor>colors blend to convey emotions.</metaphor>,colors blend to convey emotions.
128,128,128,128,128,/data/ajaunarena/our_dataset/images/1836_3.jpg,We're standing at the edge of this problem's precipice.,<metaphor>the crossroads of destiny lies ahead.</metaphor>,the crossroads of destiny lies ahead.
129,129,129,129,129,/data/ajaunarena/our_dataset/images/1034_1.jpg,The action orbited around the central issue.,<metaphor>every decision was a step towards solving the central puzzle.</metaphor>,every decision was a step towards solving the central puzzle.
130,130,130,130,130,/data/ajaunarena/our_dataset/images/1794_3.jpg,This problem is a target hidden in the fog.,<metaphor>the puzzle remains shrouded in mystery.</metaphor>,the puzzle remains shrouded in mystery.
131,131,131,131,131,/data/ajaunarena/our_dataset/images/33_1.jpg,The manager juggled all the moving pieces.,<metaphor>the manager orchestrated a symphony of tasks.</metaphor>,the manager orchestrated a symphony of tasks.
132,132,132,132,132,/data/ajaunarena/our_dataset/images/588_1.jpg,The project was too big to swallow at once.,<metaphor>the project was a puzzle too big for one piece.</metaphor>,the project was a puzzle too big for one piece.
133,133,133,133,133,/data/ajaunarena/our_dataset/images/1882_0.jpg,She's overdosing on retail therapy.,<metaphor>her shopping cart overflowed with regret.</metaphor>,her shopping cart overflowed with regret.
134,134,134,134,134,/data/ajaunarena/our_dataset/images/1858_3.jpg,Their love glowed like a constant star.,<metaphor>their bond deepened like a river over time.</metaphor>,their bond deepened like a river over time.
135,135,135,135,135,/data/ajaunarena/our_dataset/images/1465_0.jpg,His ideas are raw diamonds needing careful refinement.,<metaphor>his ideas are like a canvas needing a painter's touch.</metaphor>,his ideas are like a canvas needing a painter's touch.
136,136,136,136,136,/data/ajaunarena/our_dataset/images/1723_1.jpg,His motor was running hot all night long.,<metaphor>he kept his fire burning all night long.</metaphor>,he kept his fire burning all night long.
137,137,137,137,137,/data/ajaunarena/our_dataset/images/980_1.jpg,Her affection radiated like a gentle sunbeam.,<metaphor>her smile was a warm blanket for everyone.</metaphor>,her smile was a warm blanket for everyone.
138,138,138,138,138,/data/ajaunarena/our_dataset/images/1294_0.jpg,Depression is an inertial force resisting all movement forward.,<metaphor>darkness swallowed her dreams.</metaphor>,darkness swallowed her dreams.
139,139,139,139,139,/data/ajaunarena/our_dataset/images/1514_2.jpg,States are neighborhoods in liberty's city.,<metaphor>states weave a tapestry of freedom.</metaphor>,states weave a tapestry of freedom.
140,140,140,140,140,/data/ajaunarena/our_dataset/images/48_1.jpg,His speech stumbled under the weight of whiskey.,<metaphor>the whiskey clouded his thoughts like fog.</metaphor>,the whiskey clouded his thoughts like fog.
141,141,141,141,141,/data/ajaunarena/our_dataset/images/883_3.jpg,Her emotions maintain a perfect seesaw equilibrium.,<metaphor>she balances her colors like a painter's palette.</metaphor>,she balances her colors like a painter's palette.
142,142,142,142,142,/data/ajaunarena/our_dataset/images/1586_1.jpg,The visual field is a basket catching moving objects.,<metaphor>our eyes follow the moving stars.</metaphor>,our eyes follow the moving stars.
