,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,image_path,true_metaphor,predicted_metaphor,extracted_metaphor
30,30,30,30,30,/data/ajaunarena/our_dataset/images/1008_2.jpg,Their laughter catalyzed a chain reaction of joy.,"<metaphor>
their laughter spread joy like sunlight.
</metaphor>",their laughter spread joy like sunlight.
31,31,31,31,31,/data/ajaunarena/our_dataset/images/1356_3.jpg,Being paints itself on the canvas of space.,"<metaphor>
""existence carves its path through the fabric of space.""
</metaphor>","""existence carves its path through the fabric of space."""
32,32,32,32,32,/data/ajaunarena/our_dataset/images/842_1.jpg,"She's like a battery in power-saving mode, conserving her energy for important moments.","<metaphor>
she conserves her energy like a miser saves gold.
</metaphor>",she conserves her energy like a miser saves gold.
33,33,33,33,33,/data/ajaunarena/our_dataset/images/913_1.jpg,The design journeyed into existence.,"<metaphor>
progress unfolds like a woven tapestry.
</metaphor>",progress unfolds like a woven tapestry.
34,34,34,34,34,/data/ajaunarena/our_dataset/images/1322_2.jpg,Their shared qualities are traded like valuable commodities.,"<metaphor>
characters swap traits like goods at market.
</metaphor>",characters swap traits like goods at market.
35,35,35,35,35,/data/ajaunarena/our_dataset/images/1111_1.jpg,She elevated her position of power.,"<metaphor>
she took charge and turned the tide.
</metaphor>",she took charge and turned the tide.
36,36,36,36,36,/data/ajaunarena/our_dataset/images/335_0.jpg,The mind's operating system needs occasional rebooting through sleep.,"<metaphor>
the brain sleeps to recharge its circuits.
</metaphor>",the brain sleeps to recharge its circuits.
37,37,37,37,37,/data/ajaunarena/our_dataset/images/1338_3.jpg,Each researcher adds their pieces to the collective knowledge puzzle.,"<metaphor>
building blocks of knowledge grow taller together.
</metaphor>",building blocks of knowledge grow taller together.
38,38,38,38,38,/data/ajaunarena/our_dataset/images/1426_2.jpg,Her hopes subsided into the depths of despair.,"<metaphor>
her dreams shattered like glass.
</metaphor>",her dreams shattered like glass.
39,39,39,39,39,/data/ajaunarena/our_dataset/images/1449_0.jpg,The temperature between them reached fever pitch.,"<metaphor>
their passion ignited like a wildfire.
</metaphor>",their passion ignited like a wildfire.
40,40,40,40,40,/data/ajaunarena/our_dataset/images/1410_0.jpg,The poison of his words seeped into her resolve.,"<metaphor>
her confidence shattered like glass under his criticism.
</metaphor>",her confidence shattered like glass under his criticism.
41,41,41,41,41,/data/ajaunarena/our_dataset/images/18_0.jpg,The financial crisis created a tsunami of debt.,"<metaphor>
economic system drowned in debt.
</metaphor>",economic system drowned in debt.
42,42,42,42,42,/data/ajaunarena/our_dataset/images/1243_0.jpg,Light cascaded down the crystal chandelier.,"<metaphor>
chandelier beams dance downward, illuminating shadows.
</metaphor>","chandelier beams dance downward, illuminating shadows."
43,43,43,43,43,/data/ajaunarena/our_dataset/images/67_1.jpg,Our deadlines are spinning like a top.,"<metaphor>
the schedule is a tangled web of appointments.
</metaphor>",the schedule is a tangled web of appointments.
44,44,44,44,44,/data/ajaunarena/our_dataset/images/1935_0.jpg,She's the inherited heirloom I'll cherish forever.,"<metaphor>
our bond is a treasure i'll cherish forever.
</metaphor>",our bond is a treasure i'll cherish forever.
45,45,45,45,45,/data/ajaunarena/our_dataset/images/1303_1.jpg,The composer offered melodies to the silence.,"<metaphor>
silent notes danced into symphony.
</metaphor>",silent notes danced into symphony.
46,46,46,46,46,/data/ajaunarena/our_dataset/images/1445_3.jpg,Their passion boiled over in an instant.,"<metaphor>
tension boiled over like a pot of boiling water.
</metaphor>",tension boiled over like a pot of boiling water.
47,47,47,47,47,/data/ajaunarena/our_dataset/images/408_3.jpg,Her inner orchestra conducts her diverse talents.,"<metaphor>
her inner orchestra plays in perfect harmony.
</metaphor>",her inner orchestra plays in perfect harmony.
48,48,48,48,48,/data/ajaunarena/our_dataset/images/726_1.jpg,Their proposal is weighing heavily on my mental scales.,"<metaphor>
i'm weighing their proposal like gold.
</metaphor>",i'm weighing their proposal like gold.
49,49,49,49,49,/data/ajaunarena/our_dataset/images/17_0.jpg,Fresh capital irrigated the startup ecosystem.,"<metaphor>
money bloomed into thriving startups.
</metaphor>",money bloomed into thriving startups.
50,50,50,50,50,/data/ajaunarena/our_dataset/images/179_0.jpg,She's surrounded by poisonous words.,"<metaphor>
harmful communication poisons the atmosphere.
</metaphor>",harmful communication poisons the atmosphere.
51,51,51,51,51,/data/ajaunarena/our_dataset/images/522_2.jpg,His words were a nauseating pill of disgust.,"<metaphor>
his words elicited a visceral gag reflex.
</metaphor>",his words elicited a visceral gag reflex.
52,52,52,52,52,/data/ajaunarena/our_dataset/images/821_0.jpg,The finish line beckons all competitors forward.,"<metaphor>
winning drives them to excel.
</metaphor>",winning drives them to excel.
53,53,53,53,53,/data/ajaunarena/our_dataset/images/1140_2.jpg,Her mind was running on low battery.,"<metaphor>
she drained her mental reservoir for rest.
</metaphor>",she drained her mental reservoir for rest.
54,54,54,54,54,/data/ajaunarena/our_dataset/images/488_1.jpg,Time is the silent revolutionist.,"<metaphor>
time whispers, yet changes all.
</metaphor>","time whispers, yet changes all."
55,55,55,55,55,/data/ajaunarena/our_dataset/images/1623_3.jpg,Literature is a fertile valley where ideas grow abundantly.,"<metaphor>
literature is a garden of endless possibilities.
</metaphor>",literature is a garden of endless possibilities.
56,56,56,56,56,/data/ajaunarena/our_dataset/images/1221_3.jpg,Each new possession is another key to maintain in life's growing keychain.,"<metaphor>
adding responsibilities weighs down the mind like a heavy load.
</metaphor>",adding responsibilities weighs down the mind like a heavy load.
57,57,57,57,57,/data/ajaunarena/our_dataset/images/683_2.jpg,Laughter was their first aid kit in times of crisis.,"<metaphor>
humor was a quicksilver balm for pain.
</metaphor>",humor was a quicksilver balm for pain.
58,58,58,58,58,/data/ajaunarena/our_dataset/images/915_2.jpg,The project has touched down.,"<metaphor>
project blossomed into completion.
</metaphor>",project blossomed into completion.
59,59,59,59,59,/data/ajaunarena/our_dataset/images/1014_0.jpg,She embraces power with both arms.,"<metaphor>
she stands tall, unyielding, and firm.
</metaphor>","she stands tall, unyielding, and firm."
60,60,60,60,60,/data/ajaunarena/our_dataset/images/846_3.jpg,"She's running on backup power, pushing through despite exhaustion.","<metaphor>
she powered through exhaustion like a sprinter.
</metaphor>",she powered through exhaustion like a sprinter.
61,61,61,61,61,/data/ajaunarena/our_dataset/images/514_1.jpg,Her career took a sharp turn after the promotion.,"<metaphor>
{{her career took a quantum leap upward.}}
</metaphor>",{{her career took a quantum leap upward.}}
62,62,62,62,62,/data/ajaunarena/our_dataset/images/987_1.jpg,She nurtured love like a greenhouse cultivates warmth.,"<metaphor>
she wove love into her life's fabric.
</metaphor>",she wove love into her life's fabric.
63,63,63,63,63,/data/ajaunarena/our_dataset/images/287_0.jpg,That insight is an oasis in a desert of confusion.,"<metaphor>
clarity emerges from the fog of uncertainty.</metaphor>",clarity emerges from the fog of uncertainty.
64,64,64,64,64,/data/ajaunarena/our_dataset/images/1622_0.jpg,Mathematics is a mountainous region with multiple peaks to conquer.,"<metaphor>
mathematics is a labyrinth of puzzles, each solved by a step closer to understanding.
</metaphor>","mathematics is a labyrinth of puzzles, each solved by a step closer to understanding."
65,65,65,65,65,/data/ajaunarena/our_dataset/images/605_1.jpg,He maintains a steady grip on his emotions.,"<metaphor>
he tamed his emotions like a wild horse.
</metaphor>",he tamed his emotions like a wild horse.
66,66,66,66,66,/data/ajaunarena/our_dataset/images/178_1.jpg,They're standing on the edge of a cliff.,"<metaphor>
they're in a perilous predicament.
</metaphor>",they're in a perilous predicament.
67,67,67,67,67,/data/ajaunarena/our_dataset/images/1054_0.jpg,Love is a long-distance trek with shared footsteps.,"<metaphor>
two hearts beat as one, forever intertwined.
</metaphor>","two hearts beat as one, forever intertwined."
68,68,68,68,68,/data/ajaunarena/our_dataset/images/1335_3.jpg,The image becomes clearer as more pieces of evidence fall into place.,"<metaphor>
data fuels the fire of understanding.
</metaphor>",data fuels the fire of understanding.
69,69,69,69,69,/data/ajaunarena/our_dataset/images/1015_1.jpg,Their hands are full of opportunities.,"<metaphor>
they have an open door to endless opportunities.
</metaphor>",they have an open door to endless opportunities.
70,70,70,70,70,/data/ajaunarena/our_dataset/images/1153_3.jpg,Fellow travelers on this road of change become our mirrors and guides.,"<metaphor>
learning from others' journeys aids our own transformation.
</metaphor>",learning from others' journeys aids our own transformation.
71,71,71,71,71,/data/ajaunarena/our_dataset/images/1012_1.jpg,Their fingers are intertwined with success.,"<metaphor>
they climbed to the top of their field of dreams.
</metaphor>",they climbed to the top of their field of dreams.
72,72,72,72,72,/data/ajaunarena/our_dataset/images/1864_3.jpg,He jogged through the transformation process.,"<metaphor>
he charted his own course toward self-improvement.
</metaphor>",he charted his own course toward self-improvement.
73,73,73,73,73,/data/ajaunarena/our_dataset/images/1453_3.jpg,Their shared beliefs were a well-worn comfort blanket.,"<metaphor>
common beliefs are a warm blanket of security.
</metaphor>",common beliefs are a warm blanket of security.
74,74,74,74,74,/data/ajaunarena/our_dataset/images/354_3.jpg,She's a lighthouse standing steady in emotional tempests.,"<metaphor>
she is the calm anchor in stormy seas.
</metaphor>",she is the calm anchor in stormy seas.
75,75,75,75,75,/data/ajaunarena/our_dataset/images/1855_1.jpg,The truth came into focus like an adjusting lens.,"<metaphor>
the fog lifted, revealing clarity.
</metaphor>","the fog lifted, revealing clarity."
76,76,76,76,76,/data/ajaunarena/our_dataset/images/257_3.jpg,Their chemistry was an arsenal waiting to be deployed.,"<metaphor>
their passion simmered like unexploded fireworks.
</metaphor>",their passion simmered like unexploded fireworks.
77,77,77,77,77,/data/ajaunarena/our_dataset/images/1486_0.jpg,Time is an avalanche cascading down the mountain of existence.,"<metaphor>
time's arrow never stops.
</metaphor>",time's arrow never stops.
78,78,78,78,78,/data/ajaunarena/our_dataset/images/774_3.jpg,"Time is an unwavering shadow, following our every move.","<metaphor>
time is the constant companion, shaping our paths.
</metaphor>","time is the constant companion, shaping our paths."
79,79,79,79,79,/data/ajaunarena/our_dataset/images/172_0.jpg,They're trapped in quicksand of toxic relationships.,"<metaphor>
caught in a web of self-destruction.
</metaphor>",caught in a web of self-destruction.
80,80,80,80,80,/data/ajaunarena/our_dataset/images/734_2.jpg,Some beliefs are like fast fashion - cheaply made and quickly discarded.,"<metaphor>
shallow roots, quick desertion.
</metaphor>","shallow roots, quick desertion."
81,81,81,81,81,/data/ajaunarena/our_dataset/images/644_1.jpg,The vodka razed his rational thoughts to the ground.,"<metaphor>
alcohol clouded his judgment like fog obscures vision.
</metaphor>",alcohol clouded his judgment like fog obscures vision.
82,82,82,82,82,/data/ajaunarena/our_dataset/images/487_1.jpg,Time is an eternal chameleon.,"<metaphor>
time weaves through change like a tapestry.
</metaphor>",time weaves through change like a tapestry.
83,83,83,83,83,/data/ajaunarena/our_dataset/images/984_2.jpg,Her heart was a thermal spring of endless affection.,"<metaphor>
her love was a never-ending fountain.
</metaphor>",her love was a never-ending fountain.
84,84,84,84,84,/data/ajaunarena/our_dataset/images/422_3.jpg,The state's economy is a square peg in a round hole.,"<metaphor>
economic policies clash with market currents.
</metaphor>",economic policies clash with market currents.
85,85,85,85,85,/data/ajaunarena/our_dataset/images/144_0.jpg,Her mind was running a marathon of thoughts.,"<metaphor>
she delved deep into her thoughts.
</metaphor>",she delved deep into her thoughts.
86,86,86,86,86,/data/ajaunarena/our_dataset/images/165_0.jpg,His eyes danced across the pages of the book.,"<metaphor>
he devoured the book with eagerness.
</metaphor>",he devoured the book with eagerness.
87,87,87,87,87,/data/ajaunarena/our_dataset/images/1079_2.jpg,She polished her moral compass daily.,"<metaphor>
she stood firm on her moral compass.</metaphor>",she stood firm on her moral compass.
88,88,88,88,88,/data/ajaunarena/our_dataset/images/1318_0.jpg,The heat of their argument left scorch marks on their friendship.,"<metaphor>
their argument shattered their friendship like glass.
</metaphor>",their argument shattered their friendship like glass.
89,89,89,89,89,/data/ajaunarena/our_dataset/images/104_3.jpg,Lightning signed its jagged line across the sky.,"<metaphor>
lightning cut through the stormy sky.
</metaphor>",lightning cut through the stormy sky.
90,90,90,90,90,/data/ajaunarena/our_dataset/images/454_0.jpg,Love is two rivers merging into one mighty stream.,"<metaphor>
two hearts become one, stronger together.
</metaphor>","two hearts become one, stronger together."
91,91,91,91,91,/data/ajaunarena/our_dataset/images/1668_1.jpg,Their beliefs are scattered like distant islands in vast seas.,"<metaphor>
their beliefs are a scattered puzzle without a clear picture.
</metaphor>",their beliefs are a scattered puzzle without a clear picture.
92,92,92,92,92,/data/ajaunarena/our_dataset/images/1375_1.jpg,The chill of fear numbed his ability to respond.,"<metaphor>
he froze like a statue in fear.
</metaphor>",he froze like a statue in fear.
93,93,93,93,93,/data/ajaunarena/our_dataset/images/572_0.jpg,"The winds of change scatter some seeds on fertile soil, while others land on barren rock.","<metaphor>
unequal winds blow some up, others down.</metaphor>","unequal winds blow some up, others down."
94,94,94,94,94,/data/ajaunarena/our_dataset/images/1194_2.jpg,The orchestra of self plays different tunes simultaneously.,"<metaphor>
{{my personality is a kaleidoscope.}}
</metaphor>",{{my personality is a kaleidoscope.}}
95,95,95,95,95,/data/ajaunarena/our_dataset/images/120_3.jpg,Ideas are seeds that need careful cultivation to bloom into creation.,"<metaphor>
illuminating seeds bloom into masterpieces.
</metaphor>",illuminating seeds bloom into masterpieces.
96,96,96,96,96,/data/ajaunarena/our_dataset/images/504_0.jpg,"This problem is a whirlpool, pulling in resources and energy.","<metaphor>
time, money, and effort sink into a bottomless pit.
</metaphor>","time, money, and effort sink into a bottomless pit."
97,97,97,97,97,/data/ajaunarena/our_dataset/images/1289_3.jpg,Revolutionary ideas are earthquakes shaking old foundations.,"<metaphor>
revolutionary ideas shake the status quo.
</metaphor>",revolutionary ideas shake the status quo.
98,98,98,98,98,/data/ajaunarena/our_dataset/images/975_0.jpg,His happiness rocketed through the atmosphere.,"<metaphor>
his joy surged like a tidal wave.
</metaphor>",his joy surged like a tidal wave.
99,99,99,99,99,/data/ajaunarena/our_dataset/images/98_0.jpg,Their argument escalated into verbal nuclear warfare.,"<metaphor>
communication became a toxic volcano erupting in chaos.
</metaphor>",communication became a toxic volcano erupting in chaos.
100,100,100,100,100,/data/ajaunarena/our_dataset/images/117_0.jpg,Night's steel grip held the world motionless.,"<metaphor>
the darkness swallowed all movement.
</metaphor>",the darkness swallowed all movement.
101,101,101,101,101,/data/ajaunarena/our_dataset/images/1196_1.jpg,The actors in my mind perform different roles.,"<metaphor>
{{my personality shifts like colors in a kaleidoscope.}}
</metaphor>",{{my personality shifts like colors in a kaleidoscope.}}
102,102,102,102,102,/data/ajaunarena/our_dataset/images/1357_2.jpg,The world crystallizes into distinct shapes.,"<metaphor>
reality emerges from the shadows like a clear sky after rain.
</metaphor>",reality emerges from the shadows like a clear sky after rain.
103,103,103,103,103,/data/ajaunarena/our_dataset/images/1038_1.jpg,The project's actions were gravitating toward failure.,"<metaphor>
the project was on a downward spiral towards failure.
</metaphor>",the project was on a downward spiral towards failure.
104,104,104,104,104,/data/ajaunarena/our_dataset/images/670_1.jpg,The footsteps of time leave causal footprints behind.,"<metaphor>
early seeds sow future harvests.
</metaphor>",early seeds sow future harvests.
105,105,105,105,105,/data/ajaunarena/our_dataset/images/1577_0.jpg,Their moral obligations accelerated like objects in free fall.,"<metaphor>
their duties piled up like mountains.
</metaphor>",their duties piled up like mountains.
106,106,106,106,106,/data/ajaunarena/our_dataset/images/1302_0.jpg,Nature presents new life to the earth each spring.,"<metaphor>
spring brings forth new life and growth.
</metaphor>",spring brings forth new life and growth.
107,107,107,107,107,/data/ajaunarena/our_dataset/images/1177_2.jpg,Their ideas are sparks in the night sky.,"<metaphor>
illuminating sparks light up the minds of others.
</metaphor>",illuminating sparks light up the minds of others.
108,108,108,108,108,/data/ajaunarena/our_dataset/images/1295_0.jpg,Hope is a buoyant force keeping us afloat in troubled waters.,"<metaphor>
hope anchors us through stormy seas.
</metaphor>",hope anchors us through stormy seas.
109,109,109,109,109,/data/ajaunarena/our_dataset/images/901_1.jpg,The heat of her fury scorched everyone in the room.,"<metaphor>
her rage spread like wildfire.
</metaphor>",her rage spread like wildfire.
110,110,110,110,110,/data/ajaunarena/our_dataset/images/176_3.jpg,She's walking through a storm of negativity.,"<metaphor>
she endures the storm to find her way.
</metaphor>",she endures the storm to find her way.
111,111,111,111,111,/data/ajaunarena/our_dataset/images/1329_1.jpg,Their qualities are curated like a museum collection.,"<metaphor>
people curate their traits like museums.
</metaphor>",people curate their traits like museums.
112,112,112,112,112,/data/ajaunarena/our_dataset/images/285_0.jpg,The solution lies in an underground cavern of possibilities.,"<metaphor>
unveiling secrets through deeper exploration.
</metaphor>",unveiling secrets through deeper exploration.
113,113,113,113,113,/data/ajaunarena/our_dataset/images/281_0.jpg,Her mind is a bustling metropolis of interconnected thoughts.,"<metaphor>
her mind buzzes like a busy hive.
</metaphor>",her mind buzzes like a busy hive.
114,114,114,114,114,/data/ajaunarena/our_dataset/images/1279_2.jpg,"We've reached base camp, but the summit still towers above.","<metaphor>
we've climbed halfway up, but the summit demands more ascent.
</metaphor>","we've climbed halfway up, but the summit demands more ascent."
115,115,115,115,115,/data/ajaunarena/our_dataset/images/756_0.jpg,The theory flourished in the scientific community.,"<metaphor>
theory took root and flourished among scientists.
</metaphor>",theory took root and flourished among scientists.
116,116,116,116,116,/data/ajaunarena/our_dataset/images/811_1.jpg,Life breathes color into existence's empty rooms.,"<metaphor>
lived experiences paint life's canvas.
</metaphor>",lived experiences paint life's canvas.
117,117,117,117,117,/data/ajaunarena/our_dataset/images/146_1.jpg,Her mind needed proper nutrition through reading.,"<metaphor>
reading fuels her mind like a fire.
</metaphor>",reading fuels her mind like a fire.
118,118,118,118,118,/data/ajaunarena/our_dataset/images/1090_0.jpg,Her ideas were a feast for the mind.,"<metaphor>
her ideas fed her mind like a gourmet meal.
</metaphor>",her ideas fed her mind like a gourmet meal.
119,119,119,119,119,/data/ajaunarena/our_dataset/images/1184_0.jpg,Properties are thermal conductors of wealth.,"<metaphor>
wealth flows like water through properties.
</metaphor>",wealth flows like water through properties.
120,120,120,120,120,/data/ajaunarena/our_dataset/images/1415_1.jpg,Success injected new energy into the team's morale.,"<metaphor>
their success lit up the team like a beacon.
</metaphor>",their success lit up the team like a beacon.
121,121,121,121,121,/data/ajaunarena/our_dataset/images/983_3.jpg,Their love wrapped around them like a heated blanket.,"<metaphor>
their love formed a protective shield.
</metaphor>",their love formed a protective shield.
122,122,122,122,122,/data/ajaunarena/our_dataset/images/889_0.jpg,Her emotional equilibrium is a master juggler's performance.,"<metaphor>
she navigates her emotions like a master chef.
</metaphor>",she navigates her emotions like a master chef.
123,123,123,123,123,/data/ajaunarena/our_dataset/images/303_0.jpg,She deposited extra hours into her weekend savings.,"<metaphor>
she carved out leisure from her schedule.
</metaphor>",she carved out leisure from her schedule.
124,124,124,124,124,/data/ajaunarena/our_dataset/images/167_0.jpg,His gaze climbed the towering building.,"<metaphor>
he scaled the building's height.
</metaphor>",he scaled the building's height.
125,125,125,125,125,/data/ajaunarena/our_dataset/images/94_3.jpg,The debate was a crossfire of verbal artillery.,"<metaphor>
he fought fire with fire, argument by argument.
</metaphor>","he fought fire with fire, argument by argument."
126,126,126,126,126,/data/ajaunarena/our_dataset/images/772_1.jpg,"Time stalks us through the corridors of life, never losing our trail.","<metaphor>
time's clock ticks through life's stages.
</metaphor>",time's clock ticks through life's stages.
127,127,127,127,127,/data/ajaunarena/our_dataset/images/1870_2.jpg,Words are bridges connecting minds across the void.,"<metaphor>
words bridge hearts and minds.
</metaphor>",words bridge hearts and minds.
128,128,128,128,128,/data/ajaunarena/our_dataset/images/1836_3.jpg,We're standing at the edge of this problem's precipice.,"<metaphor>
we stand at the crossroads of destiny.
</metaphor>",we stand at the crossroads of destiny.
129,129,129,129,129,/data/ajaunarena/our_dataset/images/1034_1.jpg,The action orbited around the central issue.,"<metaphor>
all actions revolve around the central issue.
</metaphor>",all actions revolve around the central issue.
130,130,130,130,130,/data/ajaunarena/our_dataset/images/1794_3.jpg,This problem is a target hidden in the fog.,"<metaphor>
the problem is shrouded in fog.
</metaphor>",the problem is shrouded in fog.
131,131,131,131,131,/data/ajaunarena/our_dataset/images/33_1.jpg,The manager juggled all the moving pieces.,"<metaphor>
she orchestrated her team's success.
</metaphor>",she orchestrated her team's success.
132,132,132,132,132,/data/ajaunarena/our_dataset/images/588_1.jpg,The project was too big to swallow at once.,"<metaphor>
the project was too complex to tackle in one go.
</metaphor>",the project was too complex to tackle in one go.
133,133,133,133,133,/data/ajaunarena/our_dataset/images/1882_0.jpg,She's overdosing on retail therapy.,"<metaphor>
her shopping addiction drained her life's vitality.
</metaphor>",her shopping addiction drained her life's vitality.
134,134,134,134,134,/data/ajaunarena/our_dataset/images/1858_3.jpg,Their love glowed like a constant star.,"<metaphor>
their bond was like a well-worn path, enduring and steadfast.
</metaphor>","their bond was like a well-worn path, enduring and steadfast."
135,135,135,135,135,/data/ajaunarena/our_dataset/images/1465_0.jpg,His ideas are raw diamonds needing careful refinement.,"<metaphor>
his ideas are diamonds in the rough, needing refinement.
</metaphor>","his ideas are diamonds in the rough, needing refinement."
136,136,136,136,136,/data/ajaunarena/our_dataset/images/1723_1.jpg,His motor was running hot all night long.,"<metaphor>
his passion burned like a fire all night.
</metaphor>",his passion burned like a fire all night.
137,137,137,137,137,/data/ajaunarena/our_dataset/images/980_1.jpg,Her affection radiated like a gentle sunbeam.,"<metaphor>
her warmth enveloped everyone like a comforting blanket.
</metaphor>",her warmth enveloped everyone like a comforting blanket.
138,138,138,138,138,/data/ajaunarena/our_dataset/images/1294_0.jpg,Depression is an inertial force resisting all movement forward.,"<metaphor>
depression weighs down progress like a heavy anchor.
</metaphor>",depression weighs down progress like a heavy anchor.
