,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,image_path,true_metaphor,predicted_metaphor,extracted_metaphor
10,10,10,10,10,/data/ajaunarena/our_dataset/images/1069_3.jpg,The supervisor shifted responsibility to the team leads.,"<metaphor_creation>
key elements: delegation, management duties, team leads

1. delegation:
a) passing the baton
b) farming out tasks
c) distributing responsibilities
2. management duties:
a) overseeing operations
b) making decisions
c) ensuring efficiency
3. team leads:
a) captains of the ship
b) leaders of the pack
c) commanders of the troops

potential metaphors:
a) supervisor delegated management duties to team leads like a coach delegates to team captains. (10 words)
b) supervisor delegated management duties to team leads like a conductor delegates to section leaders. (10 words)
c) supervisor delegated management duties to team leads like a ceo delegates to department heads. (10 words)

best metaphor:
<metaphor>
supervisor delegated management duties to team leads like a coach delegates to team captains.
</metaphor> ",supervisor delegated management duties to team leads like a coach delegates to team captains.
11,11,11,11,11,/data/ajaunarena/our_dataset/images/1271_1.jpg,We're just gathering supplies for the long expedition ahead.,"<metaphor_creation>
key elements: preparation, long-term endeavor, necessary resources and tools

1. preparation:
* gathering supplies
* stocking up
* laying the groundwork
* building a foundation
* setting the stage
2. long-term endeavor:
* marathon
* journey
* quest
* expedition
* odyssey
3. necessary resources and tools:
* arsenal
* toolkit
* armory
* inventory
* supply chain

potential metaphors:

1. preparation and long-term endeavor:
* marathon preparation
* quest for resources
* odyssey of preparation
2. preparation and necessary resources and tools:
* arsenal of preparation
* toolkit for long-term endeavor
* armory of resources
* inventory of preparation
* supply chain for journey
3. long-term endeavor and necessary resources and tools:
* marathon with necessary resources
* quest with toolkit
* odyssey with arsenal
* journey with inventory
* expedition with supply chain

best metaphor:

<metaphor>
marathon with necessary resources
</metaphor> ",marathon with necessary resources
12,12,12,12,12,/data/ajaunarena/our_dataset/images/1472_0.jpg,They guided the economy toward recovery.,"<metaphor_creation>
key elements: actions, economic improvement

1. actions:
a. ""their actions were the driving force behind the economic improvement."" (8 words)
b. ""their actions fueled the economic improvement."" (8 words)
c. ""their actions were the catalyst for economic improvement."" (10 words)
2. economic improvement:
a. ""their actions sparked economic growth."" (8 words)
b. ""their actions ignited economic progress."" (10 words)
c. ""their actions were the key to unlocking economic improvement."" (12 words)

combining elements:
a. ""their actions sparked economic growth."" (8 words)
b. ""their actions were the key to unlocking economic improvement."" (12 words)
c. ""their actions fueled the economic improvement."" (8 words)

best metaphor:
<metaphor>
their actions fueled the economic improvement.
</metaphor> ",their actions fueled the economic improvement.
13,13,13,13,13,/data/ajaunarena/our_dataset/images/42_1.jpg,The load of inebriation dragged him down with each step.,"<metaphor_creation>
key elements: being drunk, difficulty walking and moving normally

1. being drunk is like being in a fog
2. being drunk is like being in quicksand
3. being drunk is like being in a dream
4. being drunk is like being in a nightmare
5. being drunk is like being in a daze
6. being drunk is like being in a stupor
7. being drunk is like being in a trance
8. being drunk is like being in a stupor
9. being drunk is like being in a daze
10. being drunk is like being in a fog

</metaphor_creation>

<metaphor>
being drunk is like being in a fog.
</metaphor> ",being drunk is like being in a fog.
14,14,14,14,14,/data/ajaunarena/our_dataset/images/309_0.jpg,Her time portfolio was diversified across multiple activities.,"<metaphor_creation>
key elements:

* balancing time effectively
* various tasks and interests

potential comparisons:

* juggling multiple tasks and interests
* multitasking
* managing a busy schedule
* keeping multiple balls in the air

potential metaphors:

1. she juggled her time effectively. (4 words)
2. she managed her tasks and interests like a pro. (6 words)
3. she kept her schedule in check. (5 words)
4. she balanced her balls in the air. (5 words)

best metaphor:

<metaphor>
she juggled her time effectively.
</metaphor> ",she juggled her time effectively.
15,15,15,15,15,/data/ajaunarena/our_dataset/images/906_0.jpg,Her fury radiated like a desert sun.,"<metaphor_creation>
key elements: anger, obvious, intensely felt, by everyone around her

1. anger: boiling point, volcano, inferno
2. obvious: loud and clear, in your face, impossible to miss
3. intensely felt: burning passion, white-hot rage, seething anger
4. by everyone around her: contagious, palpable, undeniable

potential metaphors:

1. her anger was a boiling point, loud and clear, impossible to miss.
2. her anger was a volcano, burning passion, white-hot rage.
3. her anger was an inferno, seething anger, contagious.
4. her anger was palpable, undeniable, in your face.

best metaphor:

<metaphor>
her anger was a boiling point.
</metaphor> ",her anger was a boiling point.
16,16,16,16,16,/data/ajaunarena/our_dataset/images/1712_3.jpg,The bridge across troubled waters led to their transformation.,"<metaphor_creation>
key elements: structured approach, navigated difficult changes successfully

1. structured approach:
a. like a map
b. as a blueprint
c. with a plan
2. navigated difficult changes successfully:
a. like a ship
b. as a pilot
c. with a compass

potential metaphors:

1. like a map, they navigated difficult changes successfully. (8 words)
2. as a blueprint, they successfully navigated difficult changes. (10 words)
3. with a plan, they successfully navigated difficult changes. (10 words)
4. like a ship, they successfully navigated difficult changes. (8 words)
5. as a pilot, they successfully navigated difficult changes. (8 words)
6. with a compass, they successfully navigated difficult changes. (10 words)

best metaphor:

<metaphor>
like a map, they navigated difficult changes successfully.
</metaphor> ","like a map, they navigated difficult changes successfully."
17,17,17,17,17,/data/ajaunarena/our_dataset/images/295_0.jpg,The checkout counter of commitment awaits our final choices.,"<metaphor_creation>
key elements:

* after comparing options
* ultimately make and commit to our decisions

potential comparisons:

* after weighing the pros and cons
* after considering all the options
* after evaluating the alternatives
* after making a choice
* after taking a stand
* after taking responsibility
* after taking action
* after putting in the effort
* after making a decision
* after committing to a course of action

potential metaphors:

1. weighing the options
2. considering all the alternatives
3. evaluating the choices
4. making a choice
5. taking a stand
6. taking responsibility
7. taking action
8. putting in the effort
9. making a decision
10. committing to a course of action

best metaphor:

<metaphor>
weighing the options and committing to a course of action.
</metaphor> ",weighing the options and committing to a course of action.
18,18,18,18,18,/data/ajaunarena/our_dataset/images/1417_0.jpg,Their support was a balm that soothed her anxiety.,"<metaphor_creation>
key elements: encouragement, stress, worry

1. encouragement:
a. pep talk
b. cheerleader
c. support system
2. stress:
a. pressure
b. weight
c. burden
3. worry:
a. anxiety
b. fear
c. concern

potential metaphors:

1. their encouragement lifted her stress and worry like a weight off her shoulders.
2. their support system helped her anxiety and fear, making her feel more secure.
3. their cheerleading boosted her confidence, reducing her stress and worry.

best metaphor:

<metaphor>
their encouragement lifted her stress and worry like a weight off her shoulders.
</metaphor> ",their encouragement lifted her stress and worry like a weight off her shoulders.
19,19,19,19,19,/data/ajaunarena/our_dataset/images/1949_0.jpg,Their research and development was an arms race for innovation.,"<metaphor_creation>
key elements:

* companies
* competed intensely
* develop new products and technologies first

potential comparisons:

* companies raced to the finish line
* companies fought tooth and nail
* companies battled for dominance
* companies waged war for market share
* companies engaged in a technological arms race

potential metaphors:

1. companies raced to the finish line (6 words)
2. companies fought tooth and nail (7 words)
3. companies battled for dominance (7 words)
4. companies waged war for market share (7 words)
5. companies engaged in a technological arms race (10 words)

best metaphor:

<metaphor>
companies raced to the finish line.
</metaphor> ",companies raced to the finish line.
20,20,20,20,20,/data/ajaunarena/our_dataset/images/690_0.jpg,Here is the anchor of being.,"<metaphor_creation>
key elements: present moment, fundamental point of existence

1. the present moment is the heart of our existence.
2. the present moment is the pulse of our existence.
3. the present moment is the core of our existence.
4. the present moment is the essence of our existence.
5. the present moment is the foundation of our existence.

</metaphor_creation>

<metaphor>
the present moment is the heart of our existence.
</metaphor> ",the present moment is the heart of our existence.
21,21,21,21,21,/data/ajaunarena/our_dataset/images/47_1.jpg,The burden of beer weighed down his eyelids.,"<metaphor_creation>
key elements: alcohol, sleepy, drowsy

1. alcohol is like a heavy blanket
2. alcohol is like a sedative
3. alcohol is like a tranquilizer
4. alcohol is like a sleeping pill
5. alcohol is like a narcotic
6. alcohol is like a hypnotic
7. alcohol is like a soporific
8. alcohol is like a stupefying drug
9. alcohol is like a numbing agent
10. alcohol is like a coma-inducing substance

<metaphor>
alcohol is like a coma-inducing substance.
</metaphor> ",alcohol is like a coma-inducing substance.
22,22,22,22,22,/data/ajaunarena/our_dataset/images/86_3.jpg,Our possessions are the keys to property doors.,"<metaphor_creation>
key elements: personal belongings, opportunities, property acquisition and development

1. personal belongings:
a. treasures
b. tools
c. wealth
2. opportunities:
a. gateways
b. pathways
c. bridges
3. property acquisition and development:
a. building
b. investment
c. expansion

potential metaphors:

1. personal belongings are gateways to property acquisition and development.
2. personal belongings are pathways to property acquisition and development.
3. personal belongings are bridges to property acquisition and development.
4. personal belongings are tools for property acquisition and development.
5. personal belongings are treasures for property acquisition and development.
6. personal belongings are wealth for property acquisition and development.

best metaphor:

<metaphor>
personal belongings are bridges to property acquisition and development.
</metaphor> ",personal belongings are bridges to property acquisition and development.
23,23,23,23,23,/data/ajaunarena/our_dataset/images/1866_1.jpg,She ran herself into a better situation.,"<metaphor_creation>
key elements:

* active creation of positive changes
* circumstances

potential comparisons:

* ""she climbed out of her circumstances"" (6 words)
* ""she turned over a new leaf"" (6 words)
* ""she broke free from her situation"" (7 words)

potential metaphors:

* ""she climbed out of her circumstances""
* ""she turned over a new leaf""
* ""she broke free from her situation""

best metaphor:

* ""she climbed out of her circumstances"" (6 words)
</metaphor_creation>

<metaphor>
she climbed out of her circumstances.
</metaphor> ",she climbed out of her circumstances.
24,24,24,24,24,/data/ajaunarena/our_dataset/images/761_2.jpg,Her missing pieces became poisoned arrows.,"<metaphor_creation>

1. lack of things in life
2. pain and suffering
3. comparison to physical pain
4. combination of elements

</metaphor_creation>

<metaphor>
she felt the pain of her lack.
</metaphor> ",she felt the pain of her lack.
25,25,25,25,25,/data/ajaunarena/our_dataset/images/1117_3.jpg,Their dominion rocketed skyward.,"<metaphor_creation>
key elements:

* control
* expansion
* rapidly
* dramatically

potential comparisons:

* control:
	+ the reins of power
	+ the handle of a sword
	+ the wheel of a ship
* expansion:
	+ the wings of an eagle
	+ the branches of a tree
	+ the petals of a flower
* rapidly:
	+ the speed of a bullet
	+ the growth of a weed
	+ the spread of a wildfire
* dramatically:
	+ the fall of a building
	+ the rise of a phoenix
	+ the crash of a wave

potential metaphors:

1. their control expanded like the wings of an eagle. (10 words)
2. their control expanded as rapidly as a bullet. (10 words)
3. their control expanded dramatically like a wildfire. (10 words)

best metaphor:

<metaphor>
their control expanded like a wildfire.
</metaphor> ",their control expanded like a wildfire.
26,26,26,26,26,/data/ajaunarena/our_dataset/images/166_3.jpg,Her eyes embraced the entire scene.,"<metaphor_creation>

1. key elements:
* taking in and comprehending the whole scene at once
* the ability to see and understand everything in the scene
2. potential comparisons:
* a bird's eye view
* a camera capturing everything in the frame
* a person with a wide field of vision
3. potential metaphors:
* she had a bird's eye view of the scene
* she saw the whole picture
* she had a wide field of vision
4. word count:
* she had a bird's eye view of the scene (6 words)
* she saw the whole picture (6 words)
* she had a wide field of vision (7 words)
5. best metaphor:
* she saw the whole picture (6 words)

</metaphor_creation>

<metaphor>
she saw the whole picture.
</metaphor> ",she saw the whole picture.
27,27,27,27,27,/data/ajaunarena/our_dataset/images/1919_0.jpg,Each crossroad is a gateway to new adventures.,"<metaphor_creation>
key elements: decision points, opportunities, growth

1. decision points:
a. crossroads
b. fork in the road
c. turning point
2. opportunities:
a. open door
b. golden opportunity
c. window of opportunity
3. growth:
a. blossoming
b. growing pains
c. leaves of change

potential metaphors:
a. decision points are crossroads of opportunity
b. opportunities are open doors to growth
c. growth is blossoming from change

best metaphor:
<metaphor>
decision points are open doors to growth.
</metaphor> ",decision points are open doors to growth.
28,28,28,28,28,/data/ajaunarena/our_dataset/images/1248_2.jpg,The street lamps' glow pooled beneath each post.,"<metaphor_creation>
key elements: light, street lamps, circular illuminated areas

1. light: a bright, glowing source of illumination
2. street lamps: tall, slender structures with lights attached to them
3. circular illuminated areas: areas of light that are round and evenly lit

potential metaphors:

1. street lamps cast a circular glow
2. the light from street lamps forms a circular pattern
3. the light from street lamps creates a circular canopy
4. the light from street lamps illuminates the ground in a circular pattern

best metaphor:

<metaphor>
the light from street lamps creates a circular canopy on the ground.
</metaphor> ",the light from street lamps creates a circular canopy on the ground.
29,29,29,29,29,/data/ajaunarena/our_dataset/images/134_2.jpg,Good habits are deposits in the bank of success.,"<metaphor_creation>

1. key elements: maintaining good habits, achieving success over time
2. potential comparisons:
* maintaining good habits:
	+ like a well-tended garden
	+ like a steady climb up a mountain
	+ like a consistent drip of water
	+ like a well-oiled machine
3. potential metaphors:
* maintaining good habits is like a well-tended garden
* achieving success over time is like a steady climb up a mountain
* achieving success over time is like a consistent drip of water
* achieving success over time is like a well-oiled machine
4. word count:
* maintaining good habits is like a well-tended garden (10 words)
* achieving success over time is like a steady climb up a mountain (10 words)
* achieving success over time is like a consistent drip of water (10 words)
* achieving success over time is like a well-oiled machine (10 words)
5. best metaphor:
* maintaining good habits is like a well-tended garden (10 words)

</metaphor_creation>

<metaphor>
maintaining good habits is like a well-tended garden.
</metaphor> ",maintaining good habits is like a well-tended garden.
30,30,30,30,30,/data/ajaunarena/our_dataset/images/1008_2.jpg,Their laughter catalyzed a chain reaction of joy.,"<metaphor_creation>
1. laughter
2. happiness
3. trigger
4. widespread
</metaphor_creation>

1. laughter triggers happiness
2. happiness spreads
3. laughter sparks happiness
4. happiness ripples outward
5. laughter ignites happiness
6. happiness contagious
7. laughter ignites joy
8. happiness cascades
9. laughter sparks joy
10. happiness spreads like wildfire

<metaphor>
laughter sparks joy.
</metaphor> ",laughter sparks joy.
31,31,31,31,31,/data/ajaunarena/our_dataset/images/1356_3.jpg,Being paints itself on the canvas of space.,"<metaphor_creation>
key elements: existence, physical dimensions, locations

1. existence:
a. the essence of life
b. the fabric of reality
c. the foundation of the universe
2. physical dimensions:
a. space
b. time
c. matter
3. locations:
a. places
b. spaces
c. environments

potential metaphors:

1. existence is the canvas of the universe.
2. physical dimensions are the brush strokes of reality.
3. locations are the colors of existence.
4. existence is a tapestry of space, time, and matter.
5. physical dimensions are the threads of reality.
6. locations are the patterns of existence.
7. existence is a mosaic of places, spaces, and environments.
8. physical dimensions are the tiles of reality.
9. locations are the bricks of existence.
10. existence is a collage of space, time, and matter.

best metaphor:

<metaphor>
existence is a canvas of space, time, and matter.
</metaphor> ","existence is a canvas of space, time, and matter."
32,32,32,32,32,/data/ajaunarena/our_dataset/images/842_1.jpg,"She's like a battery in power-saving mode, conserving her energy for important moments.","<metaphor_creation>
key elements:

* carefully manages energy and resources
* uses them only when necessary

potential comparisons:

* saves energy for emergencies
* conserves resources for future use
* rations energy and resources wisely

potential metaphors:

1. saves energy for emergencies (3 words)
2. conserves resources for future use (4 words)
3. rations energy and resources wisely (5 words)

best metaphor:

<metaphor>
saves energy for emergencies
</metaphor> ",saves energy for emergencies
33,33,33,33,33,/data/ajaunarena/our_dataset/images/913_1.jpg,The design journeyed into existence.,"<metaphor_creation>
key elements:

* gradually created and completed

potential comparisons:

* a painting that comes to life
* a puzzle that slowly takes shape
* a sculpture that emerges from a block of marble
* a story that unfolds chapter by chapter
* a garden that blooms over time
* a symphony that crescendos to a final note
* a building that rises from a foundation
* a mosaic that comes together piece by piece
* a quilt that is sewn together stitch by stitch
* a tapestry that is woven thread by thread

potential metaphors:

* a painting that comes to life
* a puzzle that slowly takes shape
* a sculpture that emerges from a block of marble
* a story that unfolds chapter by chapter
* a garden that blooms over time
* a symphony that crescendos to a final note
* a building that rises from a foundation
* a mosaic that comes together piece by piece
* a quilt that is sewn together stitch by stitch
* a tapestry that is woven thread by thread

best metaphor:

<metaphor>
a quilt that is sewn together stitch by stitch.
</metaphor> ",a quilt that is sewn together stitch by stitch.
34,34,34,34,34,/data/ajaunarena/our_dataset/images/1322_2.jpg,Their shared qualities are traded like valuable commodities.,"<metaphor_creation>
key elements:

* people exchange and share their characteristics through social interaction
* similar to how possessions are traded

potential comparisons:

* characteristics are like currency
* social interaction is like a market
* people are like merchants
* characteristics are like goods
* possessions are like money

potential metaphors:

1. people trade in character traits
2. social interaction is a market of traits
3. people are merchants of character
4. characteristics are goods in a market
5. possessions are money in a market of traits

best metaphor:

1. people trade in character traits
</metaphor_creation>

<metaphor>
people trade in character traits
</metaphor> ",people trade in character traits
35,35,35,35,35,/data/ajaunarena/our_dataset/images/1111_1.jpg,She elevated her position of power.,"<metaphor_creation>
key elements:

* increased control and authority
* situation

potential comparisons:

* gained the upper hand
* took charge
* seized control
* claimed authority
* ruled the roost
* called the shots
* stepped up to the plate
* took command
* became the boss
* seized the reins

potential metaphors:

1. seized control
2. took charge
3. ruled the roost
4. called the shots
5. stepped up to the plate
6. took command
7. became the boss
8. seized the reins

best metaphor:

<metaphor>
took charge
</metaphor> ",took charge
36,36,36,36,36,/data/ajaunarena/our_dataset/images/335_0.jpg,The mind's operating system needs occasional rebooting through sleep.,"<metaphor_creation>
key elements:

* the brain
* regular rest
* function properly

potential comparisons:

* the brain is like a car that needs regular maintenance to run smoothly.
* the brain is like a computer that needs regular updates to function properly.
* the brain is like a muscle that needs regular rest to grow stronger.
* the brain is like a garden that needs regular watering to bloom.

potential metaphors:

1. the brain needs rest to function properly (6 words)
2. rest your brain to function properly (10 words)
3. rest your brain like a car (6 words)
4. rest your brain like a computer (8 words)
5. rest your brain like a muscle (7 words)
6. rest your brain like a garden (8 words)

best metaphor:

<metaphor>
rest your brain like a garden.
</metaphor> ",rest your brain like a garden.
37,37,37,37,37,/data/ajaunarena/our_dataset/images/1338_3.jpg,Each researcher adds their pieces to the collective knowledge puzzle.,"<metaphor_creation>
key elements:

* individual research contributions
* build upon existing knowledge
* expand understanding

potential comparisons:

* building blocks
* layering bricks
* adding to a foundation
* expanding a web
* growing a tree

potential metaphors:

1. building blocks of knowledge
2. layering bricks of understanding
3. adding to a foundation of truth
4. expanding a web of wisdom
5. growing a tree of knowledge

best metaphor:

<metaphor>
building blocks of knowledge
</metaphor> ",building blocks of knowledge
38,38,38,38,38,/data/ajaunarena/our_dataset/images/1426_2.jpg,Her hopes subsided into the depths of despair.,"<metaphor_creation>
key elements:

* hopes
* damaged
* circumstances

potential comparisons:

* hopes: fragile, delicate, shattered
* damaged: broken, cracked, ruined
* circumstances: storm, disaster, tragedy

potential metaphors:

1. her hopes were fragile as glass, shattered by the storm of circumstances. (8 words)
2. her hopes were like a delicate vase, cracked by the disaster of circumstances. (9 words)
3. her hopes were like a shattered mirror, reflecting the tragedy of circumstances. (10 words)

best metaphor:

<metaphor>
her hopes were like a shattered mirror, reflecting the tragedy of circumstances.
</metaphor> ","her hopes were like a shattered mirror, reflecting the tragedy of circumstances."
39,39,39,39,39,/data/ajaunarena/our_dataset/images/1449_0.jpg,The temperature between them reached fever pitch.,"<metaphor_creation>
key elements: mutual sexual attraction, extremely intense level

1. mutual sexual attraction:
a. passionate
b. intense
c. electric
d. scorching
2. extremely intense level:
a. boiling point
b. critical mass
c. over the top
d. burning desire

potential metaphors:

1. their attraction reached a boiling point. (4 words)
2. their passion was electric. (3 words)
3. their desire was scorching. (3 words)
4. their love was at critical mass. (4 words)
5. their passion was over the top. (4 words)

best metaphor:

<metaphor>
their attraction was electric.
</metaphor> ",their attraction was electric.
40,40,40,40,40,/data/ajaunarena/our_dataset/images/1410_0.jpg,The poison of his words seeped into her resolve.,"<metaphor_creation>
key elements: harsh criticism, confidence, determination

1. harsh criticism:
a) ""his words were like a knife"" (4 words)
b) ""his words were a poison"" (4 words)
c) ""his words were a dagger"" (4 words)
2. confidence:
a) ""her confidence was a shield"" (4 words)
b) ""her confidence was a fortress"" (4 words)
c) ""her confidence was a wall"" (3 words)
3. determination:
a) ""her determination was a flame"" (4 words)
b) ""her determination was a fire"" (3 words)
c) ""her determination was a rock"" (3 words)

potential metaphors:
a) ""his words were a poison, eating away at her confidence and determination"" (10 words)
b) ""his words were a dagger, piercing her confidence and determination"" (10 words)
c) ""her confidence was a fortress, but his harsh criticism slowly weakened it"" (10 words)
d) ""her determination was a flame, but his harsh criticism threatened to extinguish it"" (10 words)

best metaphor:
<metaphor>
his harsh criticism was a dagger, piercing her confidence and determination.
</metaphor> ","his harsh criticism was a dagger, piercing her confidence and determination."
41,41,41,41,41,/data/ajaunarena/our_dataset/images/18_0.jpg,The financial crisis created a tsunami of debt.,"<metaphor_creation>
key elements: economic downturn, overwhelming levels of debt

1. economic downturn: a storm, a crisis, a recession
2. overwhelming levels of debt: a flood, a tsunami, a landslide

potential metaphors:

1. the economic downturn was a storm of debt. (7 words)
2. the economic downturn was a flood of debt. (7 words)
3. the economic downturn was a tsunami of debt. (7 words)
4. the economic downturn was a landslide of debt. (7 words)

best metaphor:

<metaphor>
the economic downturn was a flood of debt.
</metaphor> ",the economic downturn was a flood of debt.
