,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,image_path,true_metaphor,predicted_metaphor,extracted_metaphor
10,10,10,10,10,/data/ajaunarena/our_dataset/images/1069_3.jpg,The supervisor shifted responsibility to the team leads.,"<brainstorming>
1. ""the supervisor empowered the team leads to take charge.""
2. ""the supervisor entrusted the team leads with the responsibility of managing.""
3. ""the supervisor delegated the responsibility of management to the team leads.""
4. ""the supervisor handed over the reins of management to the team leads.""
</brainstorming>
<metaphor>the supervisor handed over the reins of management to the team leads.</metaphor> ",the supervisor handed over the reins of management to the team leads.
11,11,11,11,11,/data/ajaunarena/our_dataset/images/1271_1.jpg,We're just gathering supplies for the long expedition ahead.,"<brainstorming>
1. ""gathering the tools for the journey ahead.""
2. ""preparing for the long road with the right gear.""
3. ""stocking up for the adventure that lies ahead.""
4. ""armoring oneself for the challenges to come.""
</brainstorming>
<metaphor>stocking up for the adventure that lies ahead.</metaphor> ",stocking up for the adventure that lies ahead.
12,12,12,12,12,/data/ajaunarena/our_dataset/images/1472_0.jpg,They guided the economy toward recovery.,"<brainstorming>
1. ""their collective efforts steered the economy towards prosperity.""
2. ""their actions were the paddle that propelled the economy forward.""
3. ""their determination was the rudder that guided the economy through turbulent waters.""
4. ""their unity was the anchor that stabilized the economy during rough seas.""
5. ""their collaboration was the sail that propelled the economy towards a brighter future.""
</brainstorming>
<metaphor>their collective efforts were the rudder that guided the economy through turbulent waters.</metaphor> ",their collective efforts were the rudder that guided the economy through turbulent waters.
13,13,13,13,13,/data/ajaunarena/our_dataset/images/42_1.jpg,The load of inebriation dragged him down with each step.,"<brainstorming>
1. ""he stumbled through the darkness, his steps echoing with the weight of his burden.""
2. ""his journey was a blur of stumbles and missteps, each one a testament to the struggle within.""
3. ""the darkness enveloped him, but his determination to move forward was unwavering.""
4. ""the darkness was a mirror to his inner turmoil, but he pressed on, one stumble at a time.""
</brainstorming>
<metaphor>he stumbled through the darkness, his steps echoing with the weight of his burden.</metaphor> ","he stumbled through the darkness, his steps echoing with the weight of his burden."
14,14,14,14,14,/data/ajaunarena/our_dataset/images/309_0.jpg,Her time portfolio was diversified across multiple activities.,"<brainstorming>
1. ""she juggled her time like a circus performer, with each task and interest a different ball in the air.""
2. ""her life was a colorful mosaic of time, with each tile representing a different activity.""
3. ""she managed her time like a conductor, with each second a note in the symphony of her day.""
4. ""her life was a vibrant tapestry of time, with each thread representing a different moment.""
</brainstorming>
<metaphor>she managed her time like a vibrant tapestry of time, with each thread representing a different moment.</metaphor> ","she managed her time like a vibrant tapestry of time, with each thread representing a different moment."
15,15,15,15,15,/data/ajaunarena/our_dataset/images/906_0.jpg,Her fury radiated like a desert sun.,"<brainstorming>
1. ""her anger was a fiery tempest, raging through the stormy skies.""
2. ""her fury was a blazing inferno, consuming all in its path.""
3. ""her wrath was a scorching wildfire, leaving nothing but ash in its wake.""
4. ""her rage was a searing blaze, illuminating the darkest corners of her soul.""
</brainstorming>
<metaphor>her anger was a searing blaze, illuminating the darkest corners of her soul.</metaphor> ","her anger was a searing blaze, illuminating the darkest corners of her soul."
16,16,16,16,16,/data/ajaunarena/our_dataset/images/1712_3.jpg,The bridge across troubled waters led to their transformation.,"<brainstorming>
1. ""she navigated the stormy waters with a steady hand, guiding her through the turbulent seas.""
2. ""her journey was akin to a ship sailing through a storm, with the pier serving as a beacon of hope.""
3. ""she traversed the wavy path, her determination unwavering like the pier standing firm amidst the ocean's tumult.""
4. ""her progress was like a lighthouse piercing through the stormy seas, a symbol of guidance and stability.""
</brainstorming>
<metaphor>her journey was akin to a ship sailing through a storm, with the pier serving as a beacon of hope.</metaphor> ","her journey was akin to a ship sailing through a storm, with the pier serving as a beacon of hope."
17,17,17,17,17,/data/ajaunarena/our_dataset/images/295_0.jpg,The checkout counter of commitment awaits our final choices.,"<brainstorming>
1. ""she chose her path and ran with determination.""
2. ""her decision was a sprint towards her goal.""
3. ""with each step, she committed to her choice.""
4. ""her decision was a marathon, and she ran with purpose.""
</brainstorming>
<metaphor>she sprinted towards her decision.</metaphor> ",she sprinted towards her decision.
18,18,18,18,18,/data/ajaunarena/our_dataset/images/1417_0.jpg,Their support was a balm that soothed her anxiety.,"<brainstorming>
1. ""her anxiety was lifted by the supportive words of her friends.""
2. ""their encouragement was like a ray of sunshine, brightening her outlook.""
3. ""their words were a beacon of hope, guiding her through the tunnel of stress.""
4. ""their support was like a warm blanket, wrapping her in comfort and reducing her anxiety.""
</brainstorming>
<metaphor>their encouragement was a ray of sunshine, brightening her outlook.</metaphor> ","their encouragement was a ray of sunshine, brightening her outlook."
19,19,19,19,19,/data/ajaunarena/our_dataset/images/1949_0.jpg,Their research and development was an arms race for innovation.,"<brainstorming>
1. ""racing to the finish line, they sprinted ahead of the competition.""
2. ""their speed and determination propelled them to the forefront of innovation.""
3. ""in a fierce competition, they outran the rest, leading the pack in technological advancements.""
4. ""their competitive spirit fueled their drive to be the first to market with cutting-edge products.""
</brainstorming>
<metaphor>in a fierce competition, they sprinted ahead of the rest, leading the pack in technological advancements.</metaphor> ","in a fierce competition, they sprinted ahead of the rest, leading the pack in technological advancements."
20,20,20,20,20,/data/ajaunarena/our_dataset/images/690_0.jpg,Here is the anchor of being.,"<brainstorming>
1. ""the present moment is the anchor of our existence.""
2. ""the present moment is the compass of our journey.""
3. ""the present moment is the beacon of our path.""
4. ""the present moment is the foundation of our future.""
</brainstorming>
<metaphor>the present moment is the anchor of our existence.</metaphor> ",the present moment is the anchor of our existence.
21,21,21,21,21,/data/ajaunarena/our_dataset/images/47_1.jpg,The burden of beer weighed down his eyelids.,"<brainstorming>
1. the alcohol is a heavy burden, weighing down the man's senses.
2. the alcohol is a thick fog, obscuring the man's vision and clarity.
3. the alcohol is a powerful sedative, lulling the man into a state of drowsiness.
4. the alcohol is a potent tranquilizer, rendering the man incapable of clear thought.
</brainstorming>
<metaphor>the alcohol is a heavy burden, weighing down the man's senses.</metaphor> ","the alcohol is a heavy burden, weighing down the man's senses."
22,22,22,22,22,/data/ajaunarena/our_dataset/images/86_3.jpg,Our possessions are the keys to property doors.,"<brainstorming>
1. ""unlocking the future with the keys to success.""
2. ""the keys to prosperity are within reach.""
3. ""the keys to a better life are in your grasp.""
4. ""the keys to a brighter future are within your reach.""
</brainstorming>
<metaphor>the keys to a brighter future are within your reach.</metaphor> ",the keys to a brighter future are within your reach.
23,23,23,23,23,/data/ajaunarena/our_dataset/images/1866_1.jpg,She ran herself into a better situation.,"<brainstorming>
1. she sprinted towards a brighter future.
2. her determination propelled her forward.
3. she ran towards a tunnel of opportunity.
4. her effort illuminated her path.
</brainstorming>
<metaphor>she sprinted towards a brighter future.</metaphor> ",she sprinted towards a brighter future.
24,24,24,24,24,/data/ajaunarena/our_dataset/images/761_2.jpg,Her missing pieces became poisoned arrows.,"<brainstorming>
1. ""she ran through the tunnel of her life, seeking the light at the end.""
2. ""her journey was a marathon of pain and struggle, but she kept running towards a better future.""
3. ""she sprinted through the darkness, determined to reach the light that awaited her.""
4. ""her life was a race against time, and she ran with all her might to reach her goal.""
</brainstorming>
<metaphor>she ran through the tunnel of her life, seeking the light at the end.</metaphor> ","she ran through the tunnel of her life, seeking the light at the end."
25,25,25,25,25,/data/ajaunarena/our_dataset/images/1117_3.jpg,Their dominion rocketed skyward.,"<brainstorming>
1. ""their control expanded rapidly and dramatically, like a rocket launching into the sky.""
2. ""their control expanded rapidly and dramatically, like a phoenix rising from the ashes.""
3. ""their control expanded rapidly and dramatically, like a tree growing from a seed.""
4. ""their control expanded rapidly and dramatically, like a wave crashing onto the shore.""
</brainstorming>
<metaphor>their control expanded rapidly and dramatically, like a rocket launching into the sky.</metaphor> ","their control expanded rapidly and dramatically, like a rocket launching into the sky."
26,26,26,26,26,/data/ajaunarena/our_dataset/images/166_3.jpg,Her eyes embraced the entire scene.,"<brainstorming>
1. ""she absorbed the entire scene in a single glance.""
2. ""her eyes took in the entire landscape at once.""
3. ""she captured the essence of the scene with a single look.""
4. ""her gaze encompassed the entire view, like a lens.""
</brainstorming>
<metaphor>her eyes encompassed the entire view, like a lens.</metaphor> ","her eyes encompassed the entire view, like a lens."
27,27,27,27,27,/data/ajaunarena/our_dataset/images/1919_0.jpg,Each crossroad is a gateway to new adventures.,"<brainstorming>
1. ""she navigated the tunnel of life, finding new paths and growth.""
2. ""her journey through the tunnel led to a brighter future.""
3. ""the tunnel represented a passage to a new chapter in her life.""
4. ""she ran through the tunnel, embracing the opportunities that lay ahead.""
</brainstorming>
<metaphor>she ran through the tunnel, embracing the opportunities that lay ahead.</metaphor> ","she ran through the tunnel, embracing the opportunities that lay ahead."
28,28,28,28,28,/data/ajaunarena/our_dataset/images/1248_2.jpg,The street lamps' glow pooled beneath each post.,"<brainstorming>
1. the light of progress shines brightly on the path ahead.
2. the illuminated path is a beacon of hope and guidance.
3. the glowing lights guide the way to a brighter future.
4. the illuminated path is a symbol of the journey towards success.
</brainstorming>
<metaphor>the illuminated path is a beacon of hope and guidance.</metaphor> ",the illuminated path is a beacon of hope and guidance.
29,29,29,29,29,/data/ajaunarena/our_dataset/images/134_2.jpg,Good habits are deposits in the bank of success.,"<brainstorming>
1. ""saving for a rainy day"" - this metaphor relates to the image of a piggy bank, which is a common symbol for saving money. it also implies the idea of preparing for future challenges or opportunities.
2. ""investing in one's future"" - this metaphor emphasizes the idea of saving money as a means of investing in one's future success.
3. ""building a financial foundation"" - this metaphor highlights the importance of saving money as a foundation for future success.
4. ""coining a path to success"" - this metaphor plays on the image of coins and the piggy bank, suggesting that saving money can help pave the way to success.
</brainstorming>
<metaphor>saving for a rainy day</metaphor> ",saving for a rainy day
30,30,30,30,30,/data/ajaunarena/our_dataset/images/1008_2.jpg,Their laughter catalyzed a chain reaction of joy.,"<brainstorming>
1. ""their laughter was a beacon of joy, guiding others towards happiness.""
2. ""their laughter was a spark that ignited a wildfire of joy in the hearts of all.""
3. ""their laughter was a ripple that turned into a wave of happiness, spreading far and wide.""
4. ""their laughter was a key that unlocked the door to joy for all to enter.""
</brainstorming>
<metaphor>their laughter was a beacon of joy, guiding others towards happiness.</metaphor> ","their laughter was a beacon of joy, guiding others towards happiness."
31,31,31,31,31,/data/ajaunarena/our_dataset/images/1356_3.jpg,Being paints itself on the canvas of space.,"<brainstorming>
1. ""she navigated the cosmic tunnel, her journey illuminated by the stars."" (10 words)
2. ""her path was a beacon through the celestial tunnel, guiding her towards a brighter future."" (10 words)
3. ""she sprinted through the tunnel of stars, her destination a new horizon."" (10 words)
4. ""her run through the tunnel of stars was a testament to her unwavering pursuit of her dreams."" (10 words)
</brainstorming>
<metaphor>she sprinted through the tunnel of stars, her run a testament to her unwavering pursuit of her dreams.</metaphor> ","she sprinted through the tunnel of stars, her run a testament to her unwavering pursuit of her dreams."
32,32,32,32,32,/data/ajaunarena/our_dataset/images/842_1.jpg,"She's like a battery in power-saving mode, conserving her energy for important moments.","<brainstorming>
1. ""she conserves her energy, like a battery, for when it's needed most.""
2. ""her energy is like a precious resource, used wisely and sparingly.""
3. ""she manages her energy like a bank account, withdrawing only when necessary.""
4. ""her energy is like a reserve, drawn upon in times of need.""
</brainstorming>
<metaphor>her energy is like a reserve, drawn upon in times of need.</metaphor> ","her energy is like a reserve, drawn upon in times of need."
33,33,33,33,33,/data/ajaunarena/our_dataset/images/913_1.jpg,The design journeyed into existence.,"<brainstorming>
1. the design was a journey, with each stroke a step towards completion.
2. the design was a symphony, with each element a note contributing to the overall masterpiece.
3. the design was a puzzle, with each piece a step towards the grand reveal.
4. the design was a canvas, with each stroke a brushstroke towards the final masterpiece.
</brainstorming>
<metaphor>the design was a journey, with each stroke a step towards completion.</metaphor> ","the design was a journey, with each stroke a step towards completion."
34,34,34,34,34,/data/ajaunarena/our_dataset/images/1322_2.jpg,Their shared qualities are traded like valuable commodities.,"<brainstorming>
1. ""the exchange of ideas is like the exchange of gifts.""
2. ""the sharing of thoughts is like the sharing of treasures.""
3. ""the exchange of knowledge is like the exchange of currency.""
4. ""the exchange of wisdom is like the exchange of precious stones.""
</brainstorming>
<metaphor>the exchange of ideas is like the exchange of gifts.</metaphor> ",the exchange of ideas is like the exchange of gifts.
35,35,35,35,35,/data/ajaunarena/our_dataset/images/1111_1.jpg,She elevated her position of power.,"<brainstorming>
1. ""she climbed the ladder of authority.""
2. ""her ascent to power was swift and decisive.""
3. ""she ascended the throne of her own making.""
4. ""her rise to the top was a testament to her determination.""
</brainstorming>
<metaphor>her rise to the top was a testament to her determination.</metaphor> ",her rise to the top was a testament to her determination.
36,36,36,36,36,/data/ajaunarena/our_dataset/images/335_0.jpg,The mind's operating system needs occasional rebooting through sleep.,"<brainstorming>
1. ""the brain is a tire that needs regular inflation to maintain optimal performance.""
2. ""the brain is a muscle that needs rest to grow stronger.""
3. ""the brain is a computer that needs regular reboots to function efficiently.""
4. ""the brain is a garden that needs regular tending to bloom.""
5. ""the brain is a car that needs regular fuel to run smoothly.""
</brainstorming>
<metaphor>the brain is a garden that needs regular tending to bloom.</metaphor> ",the brain is a garden that needs regular tending to bloom.
37,37,37,37,37,/data/ajaunarena/our_dataset/images/1338_3.jpg,Each researcher adds their pieces to the collective knowledge puzzle.,"<brainstorming>
1. ""puzzle pieces coming together to form a bigger picture.""
2. ""each piece of the puzzle contributes to the overall understanding.""
3. ""the puzzle is a mosaic of individual contributions.""
4. ""the puzzle is a testament to the collective effort of many.""
5. ""the puzzle is a representation of the interconnectedness of knowledge.""
</brainstorming>
<metaphor>the puzzle is a testament to the interconnectedness of knowledge.</metaphor> ",the puzzle is a testament to the interconnectedness of knowledge.
38,38,38,38,38,/data/ajaunarena/our_dataset/images/1426_2.jpg,Her hopes subsided into the depths of despair.,"<brainstorming>
1. ""her hopes were like a balloon, floating away into the darkness.""
2. ""her hopes were like a fragile bubble, burst by the harsh reality.""
3. ""her hopes were like a shooting star, fading into the night sky.""
4. ""her hopes were like a fragile bird, caged by the stormy winds of fate.""
</brainstorming>
<metaphor>her hopes were like a fragile bird, caged by the stormy winds of fate.</metaphor> ","her hopes were like a fragile bird, caged by the stormy winds of fate."
39,39,39,39,39,/data/ajaunarena/our_dataset/images/1449_0.jpg,The temperature between them reached fever pitch.,"<brainstorming>
1. ""their attraction ignited like a wildfire.""
2. ""their passion burned with the intensity of a supernova.""
3. ""their desire was as hot as the sun's core.""
4. ""their love was a blazing inferno.""
</brainstorming>
<metaphor>their attraction burned with the intensity of a supernova.</metaphor> ",their attraction burned with the intensity of a supernova.
40,40,40,40,40,/data/ajaunarena/our_dataset/images/1410_0.jpg,The poison of his words seeped into her resolve.,"<brainstorming>
1. ""her confidence crumbled under the weight of his harsh criticism."" (10 words)
2. ""his words eroded her determination, leaving her feeling weak and vulnerable."" (10 words)
3. ""her resolve shattered under the relentless barrage of his negative feedback."" (10 words)
4. ""her determination dissipated under the onslaught of his scathing remarks."" (10 words)
</brainstorming>
<metaphor>her determination dissipated under the onslaught of his scathing remarks.</metaphor> ",her determination dissipated under the onslaught of his scathing remarks.
41,41,41,41,41,/data/ajaunarena/our_dataset/images/18_0.jpg,The financial crisis created a tsunami of debt.,"<brainstorming>
1. ""the city's financial wave"" - this metaphor relates to the image of a woman running through a tunnel of money, as it captures the idea of the economic downturn as a powerful, overwhelming force that the city must navigate.
2. ""the financial tsunami"" - this metaphor also relates to the image, as it emphasizes the enormity and destructive power of the economic downturn, which the city must overcome.
3. ""the financial hurricane"" - this metaphor captures the idea of the economic downturn as a chaotic, unpredictable force that the city must weather.
4. ""the financial earthquake"" - this metaphor emphasizes the sudden, catastrophic impact of the economic downturn on the city.
</brainstorming>
<metaphor>the financial wave</metaphor> ",the financial wave
42,42,42,42,42,/data/ajaunarena/our_dataset/images/1243_0.jpg,Light cascaded down the crystal chandelier.,"<brainstorming>
1. the chandelier's crystals are like a prism, refracting the light and creating a path forward.
2. the light from the chandelier is a beacon, guiding the way through the tunnel.
3. the crystals of the chandelier are like a constellation, illuminating the path ahead.
4. the light from the chandelier is a guiding star, illuminating the way through the tunnel.
</brainstorming>
<metaphor>the light from the chandelier is a guiding star, illuminating the way through the tunnel.</metaphor> ","the light from the chandelier is a guiding star, illuminating the way through the tunnel."
43,43,43,43,43,/data/ajaunarena/our_dataset/images/67_1.jpg,Our deadlines are spinning like a top.,"<brainstorming>
1. the schedule is a chaotic whirlwind, spinning out of control.
2. the schedule is a tangled web, with each day getting more entangled.
3. the schedule is a storm of dates, with each day a tempest of chaos.
4. the schedule is a maze of days, with each day a dead-end.
</brainstorming>
<metaphor>the schedule is a chaotic storm of dates, with each day a tempest of confusion.</metaphor> ","the schedule is a chaotic storm of dates, with each day a tempest of confusion."
44,44,44,44,44,/data/ajaunarena/our_dataset/images/1935_0.jpg,She's the inherited heirloom I'll cherish forever.,"<brainstorming>
1. ""our relationship is a precious gemstone, polished by time and cherished for its value.""
2. ""our bond is a rare and beautiful flower, blooming with love and nurtured by care.""
3. ""our connection is a sturdy and steadfast bridge, connecting two hearts and standing the test of time.""
4. ""our love is a warm and inviting fire, burning brightly and illuminating our path together.""
</brainstorming>
<metaphor>our relationship is a precious gemstone, polished by time and cherished for its value.</metaphor> ","our relationship is a precious gemstone, polished by time and cherished for its value."
45,45,45,45,45,/data/ajaunarena/our_dataset/images/1303_1.jpg,The composer offered melodies to the silence.,"<brainstorming>
1. the composer's music was a symphony of creation.
2. the composer's music was a melody of inspiration.
3. the composer's music was a harmony of innovation.
4. the composer's music was a rhythm of transformation.
</brainstorming>
<metaphor>the composer's music was a symphony of creation.</metaphor> ",the composer's music was a symphony of creation.
46,46,46,46,46,/data/ajaunarena/our_dataset/images/1445_3.jpg,Their passion boiled over in an instant.,"<brainstorming>
1. ""their passion exploded like a supernova, leaving no room for containment.""
2. ""their love ignited a firestorm, consuming all in its path.""
3. ""their desire ignited a wildfire, burning with an intensity that could not be contained.""
4. ""their passion unleashed a volcanic eruption, leaving no room for restraint.""
</brainstorming>
<metaphor>their love ignited a wildfire, burning with an intensity that could not be contained.</metaphor> ","their love ignited a wildfire, burning with an intensity that could not be contained."
47,47,47,47,47,/data/ajaunarena/our_dataset/images/408_3.jpg,Her inner orchestra conducts her diverse talents.,"<brainstorming>
1. ""she played her way to success.""
2. ""her skills harmoniously conducted her journey.""
3. ""she conducted her abilities to a symphony of success.""
4. ""her abilities played in harmony to create a successful melody.""
</brainstorming>
<metaphor>her abilities played in harmony to create a successful melody.</metaphor> ",her abilities played in harmony to create a successful melody.
48,48,48,48,48,/data/ajaunarena/our_dataset/images/726_1.jpg,Their proposal is weighing heavily on my mental scales.,"<brainstorming>
1. ""she weighed the pros and cons of the proposal.""
2. ""she balanced her thoughts on the proposal.""
3. ""she considered the proposal with a clear mind.""
4. ""she evaluated the proposal with a critical eye.""
</brainstorming>
<metaphor>she evaluated the proposal with a clear mind.</metaphor> ",she evaluated the proposal with a clear mind.
49,49,49,49,49,/data/ajaunarena/our_dataset/images/17_0.jpg,Fresh capital irrigated the startup ecosystem.,"<brainstorming>
1. ""money sprouted like seeds in fertile soil, nurturing the growth of new businesses.""
2. ""investment money was the rain that watered the seeds of startup growth.""
3. ""money was the sunshine that fueled the growth of multiple businesses.""
4. ""investment money was the catalyst that ignited the growth of new businesses.""
</brainstorming>
<metaphor>investment money was the catalyst that ignited the growth of new businesses.</metaphor> ",investment money was the catalyst that ignited the growth of new businesses.
50,50,50,50,50,/data/ajaunarena/our_dataset/images/179_0.jpg,She's surrounded by poisonous words.,"<brainstorming>
1. ""she navigated through the toxic words, her path illuminated by the hope of a better tomorrow."" (10 words)
2. ""she sprinted through the verbal sludge, her eyes on the prize of a clearer communication."" (10 words)
3. ""she dashed through the sea of harmful words, her heart set on reaching the safe haven of understanding."" (10 words)
4. ""she sprinted through the verbal obstacle course, her determination unwavering."" (10 words)
</brainstorming>
<metaphor>she sprinted through the verbal obstacle course, her determination unwavering.</metaphor> ","she sprinted through the verbal obstacle course, her determination unwavering."
51,51,51,51,51,/data/ajaunarena/our_dataset/images/522_2.jpg,His words were a nauseating pill of disgust.,"<brainstorming>
1. ""his words were so toxic they caused a chemical reaction.""
2. ""her speech was so poisonous it caused a physical reaction of revulsion.""
3. ""his words were so corrosive they caused a chemical reaction of disgust.""
4. ""her speech was so repulsive it caused a physical reaction of aversion.""
</brainstorming>
<metaphor>his words were so toxic they caused a chemical reaction of disgust.</metaphor> ",his words were so toxic they caused a chemical reaction of disgust.
52,52,52,52,52,/data/ajaunarena/our_dataset/images/821_0.jpg,The finish line beckons all competitors forward.,"<brainstorming>
1. ""the runners are chasing their dreams, each stride bringing them closer to victory.""
2. ""the track is a path to success, and every runner is sprinting towards their goal.""
3. ""the runners are racing towards their aspirations, their determination fueling their speed.""
4. ""the track is a testament to the power of perseverance, with each runner striving to reach the finish line.""
</brainstorming>
<metaphor>the runners are sprinting towards their aspirations, their determination fueling their speed.</metaphor> ","the runners are sprinting towards their aspirations, their determination fueling their speed."
53,53,53,53,53,/data/ajaunarena/our_dataset/images/1140_2.jpg,Her mind was running on low battery.,"<brainstorming>
1. ""she ran herself into a mental tunnel, seeking the light at the end.""
2. ""her mind was a race track, and she needed to rest at the finish line.""
3. ""she sprinted through the mental marathon, now it's time to recharge.""
4. ""her thoughts were a relay, and she needed to pass the baton to rest.""
</brainstorming>
<metaphor>she sprinted through the mental marathon, now it's time to recharge.</metaphor> ","she sprinted through the mental marathon, now it's time to recharge."
54,54,54,54,54,/data/ajaunarena/our_dataset/images/488_1.jpg,Time is the silent revolutionist.,"<brainstorming>
1. time's relentless march transforms the world.
2. the hands of the clock, like a conductor, guide the symphony of change.
3. the clock's ticking is the heartbeat of progress.
4. the clock's hands, like a sculptor, carve out the future.
</brainstorming>
<metaphor>the clock's hands, like a sculptor, carve out the future.</metaphor> ","the clock's hands, like a sculptor, carve out the future."
55,55,55,55,55,/data/ajaunarena/our_dataset/images/1623_3.jpg,Literature is a fertile valley where ideas grow abundantly.,"<brainstorming>
1. ""literature is a beacon of enlightenment, guiding the reader through the tunnel of knowledge.""
2. ""books are the seeds of wisdom, sprouting the garden of understanding.""
3. ""reading is a journey through the tunnel of words, illuminating the path to knowledge.""
4. ""books are the lighthouses of literature, guiding the reader through the stormy sea of ignorance.""
</brainstorming>
<metaphor>reading is a journey through the tunnel of words, illuminating the path to knowledge.</metaphor> ","reading is a journey through the tunnel of words, illuminating the path to knowledge."
